siteID,collectDate,year,month,n_records,n_taxa,temp_mean_daily,temp_max_daily,temp_min_daily,temp_mean_monthly,temp_sd_monthly,temp_max_monthly,temp_min_monthly,n_days_monthly,temp_mean_30day,temp_sd_30day,temp_max_30day,temp_min_30day,n_days_30day
CRAM,2018-07-16,2018,7,43,23,26.0720454545455,26.87,25.42,24.547423858433223,1.1184674852557188,26.92,21.72,31,24.448758602494557,1.3001108909792796,26.92,20.12,30
CRAM,2018-10-02,2018,10,48,21,13.35125,13.56,13.08,12.8547931184669,0.7366414333803065,14.21,11.64,7,19.164130023640666,2.711813887499246,23.44,13.08,30
CRAM,2019-05-08,2019,5,53,25,11.1613043478261,12.71,9.24,11.37503258290688,3.1421000594064337,18.29,5.19,31,7.256662998845586,2.083433438674842,12.71,5.09,11
CRAM,2019-07-11,2019,7,45,26,25.2920833333333,25.86,24.41,24.92025460815172,0.6821059267333234,27.37,23.01,31,22.332897399427228,2.3414253653666646,27.37,18.13,30
CRAM,2019-09-25,2019,9,52,22,19.1602083333333,19.8,18.56,18.017085971268745,1.1907741965725491,20.98,15.57,30,18.415420634389314,1.2403914825604982,21.01,15.88,30
CRAM,2020-06-08,2020,6,53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRAM,2020-07-15,2020,7,55,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRAM,2020-09-28,2020,9,51,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRAM,2021-04-27,2021,4,67,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRAM,2021-07-13,2021,7,47,23,24.6481578947368,25.95,23.84,24.714106570873888,0.7901146207960865,27.71,22.02,31,23.495241840107514,1.3698440292455545,26.77,19.76,30
CRAM,2021-09-27,2021,9,39,21,17.46125,18.48,16.95,19.548156028368794,1.4570269553444484,23.98,16.93,30,20.052267139479902,1.6289507509302146,23.98,16.95,30
CRAM,2022-05-24,2022,5,55,28,15.381914893617,16.59,14.23,14.22549963127944,3.6826462421462582,20.17,4.31,28,13.709940370533058,4.098236507741774,20.17,4.31,21
CRAM,2022-07-12,2022,7,54,29,23.7372916666667,24.44,23.1,23.69915315120408,0.9574429326469028,27.3,21.34,31,22.419393760247956,1.431170940518569,26.58,18.88,30
CRAM,2022-09-26,2022,9,50,23,16.8945833333333,17.48,16.5,19.941142638846063,2.413619272035109,24.72,14.3,30,20.87112935382191,1.621844550895199,24.72,16.5,30
CRAM,2023-05-22,2023,5,39,19,15.8804761904762,17.16,14.42,17.084404214244064,2.2610799832011184,22.92,13.2,19,15.39655271518875,0.6652505663779313,17.7,13.2,10
CRAM,2023-07-17,2023,7,48,26,22.6225,23.14,21.88,23.28789153810192,1.2095613638256901,27.6,20.47,31,23.264182740430115,1.364322677749304,27.6,18.46,30
CRAM,2023-09-26,2023,9,47,26,17.6541666666667,17.85,17.41,19.260734642234798,1.9019382734413808,24.63,16.8,30,19.758470753345907,1.7876420205036196,24.63,16.84,30
CRAM,2024-04-22,2024,4,35,20,6.84625,7.17,6.21,5.802172361484314,2.8941630925802686,10.94,0.53,30,3.8134078563766662,2.739511951379144,10.32,0.42,30
CRAM,2024-07-11,2024,7,43,25,24.1522727272727,25.33,23.01,23.699056777220488,1.4574438560147172,27.32,20.19,31,21.3649028435705,1.3228666404079703,25.33,17.82,30
CRAM,2024-09-16,2024,9,38,23,22.046875,23.21,20.9,20.896822123719456,0.9420388331042422,23.36,18.78,30,21.72374639694042,1.2753920789172437,27.67,18.78,30
LIRO,2017-04-24,2017,4,43,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIRO,2017-07-19,2017,7,35,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIRO,2017-09-06,2017,9,46,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIRO,2018-05-17,2018,5,38,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIRO,2018-07-30,2018,7,40,24,23.116,24.31,21.99,24.596138917232587,1.4414237578580873,29.69,21.82,22,24.638177278370648,1.4631352303385685,29.69,21.82,21
LIRO,2018-09-10,2018,9,38,20,20.37875,21.16,19.72,20.022039373265496,2.349553946467455,23.95,14.06,30,23.091371653720582,1.902297703501753,28.4,19.72,30
LIRO,2019-05-15,2019,5,40,18,13.6142553191489,14.91,11.74,12.17571803349195,2.9222583429389215,18.3,5.95,31,9.715484159655366,2.337548508347566,14.91,5.95,16
LIRO,2019-07-24,2019,7,50,26,24.685625,25.69,23.9,25.57395638499562,0.9124659059540012,29.29,23.05,30,25.211542706895173,1.5436257927423662,29.29,20.58,29
LIRO,2019-09-10,2019,9,46,24,17.173023255814,17.46,17,18.493552164082683,1.3250364006596937,22.32,15.85,30,20.91392716408269,2.3078496013963274,26.55,17,30
LIRO,2020-06-16,2020,6,32,20,NA,NA,NA,22.90596712320258,1.1225361662179942,26.34,20.51,14,NA,NA,NA,NA,NA
LIRO,2020-07-22,2020,7,47,23,23.7620833333333,24.27,23.23,26.005362774215254,1.606527750435555,30.45,22.56,31,25.741537970320227,2.0676451488378804,30.45,20.89,30
LIRO,2020-09-10,2020,9,48,25,16.73875,17.12,16.24,17.619027777777777,1.623142639098558,22.13,15.24,30,22.461166666666674,2.4081320024822768,26.62,16.24,30
LIRO,2021-04-14,2021,4,53,25,9.41145833333333,9.92,8.72,9.326239379543006,1.6954844652413712,13.61,5.52,26,10.290305720145149,2.4161004812889635,13.61,5.52,10
LIRO,2021-07-21,2021,7,51,26,25.0322916666667,25.53,24.27,25.015978323038212,0.8615729085468312,28.37,22.2,31,24.11543454491727,1.5487690148683655,28.37,20.08,30
LIRO,2021-09-09,2021,9,30,13,NA,NA,NA,19.665160025997935,1.9890234547102934,24.28,16.87,17,23.422165611022557,1.274701746199166,27.53,20.05,28
LIRO,2022-05-16,2022,5,40,21,18.739375,20.08,17.64,15.377664867379158,2.855374146317383,20.8,7.36,27,14.15021336860384,3.825215594234237,20.8,7.36,12
LIRO,2022-07-20,2022,7,38,19,25.63875,26.5,24.97,24.279277149739563,0.8715513914689949,28.42,22.06,31,24.21298255844829,1.0037331291872258,28.42,21.28,30
LIRO,2022-09-08,2022,9,41,21,22.6379166666667,24.48,21.43,19.983185135933805,2.4656489264621717,24.59,14.2,30,22.948713491879943,0.7458045329509806,27.4,21.24,30
LIRO,2023-05-15,2023,5,35,16,15.9417777777778,17.2,14.95,17.19277493162399,1.7944255971958243,22.25,12.57,22,16.123609311141468,0.6039630142591016,18.01,12.57,6
LIRO,2023-07-24,2023,7,36,17,23.35125,24.57,22.09,23.784128631892013,1.1167212698277487,27.48,20.96,31,23.44552319739952,1.166640797333076,27.48,20.63,30
LIRO,2023-09-05,2023,9,50,27,23.6233333333333,24.68,22.39,19.500762263593373,2.035257969431934,24.68,16.85,30,22.669625443262415,1.0995593410119011,26.34,20.43,30
LIRO,2024-04-15,2024,4,48,23,9.32565217391304,11.17,7.99,7.167450103379799,2.976433936018667,11.38,0.14,30,3.289145877323756,2.7001061043238788,11.17,0.02,30
LIRO,2024-07-22,2024,7,31,17,24.8675,26.44,23.76,24.007312996727443,1.3969564445646736,27.64,20.41,31,23.297461166358307,1.5356681223648327,27.64,20.41,30
LIRO,2024-09-09,2024,9,35,21,19.6935416666667,20.19,19.14,21.10453382419589,0.9472905725439656,23.88,18.86,30,22.324085054066064,1.322479869564398,28.97,19.14,30
PRLA,2014-07-09,2014,7,82,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRLA,2014-09-25,2014,9,42,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRLA,2015-05-12,2015,5,23,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRLA,2015-07-20,2015,7,43,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRLA,2015-09-22,2015,9,35,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRLA,2016-04-21,2016,4,17,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRLA,2016-07-18,2016,7,37,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRLA,2016-09-14,2016,9,41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRLA,2017-04-17,2017,4,18,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRLA,2017-07-10,2017,7,41,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRLA,2017-09-12,2017,9,43,16,NA,NA,NA,12.79627083333335,0.03620975975323723,13.51,12.29,2,NA,NA,NA,NA,NA
PRLA,2018-05-09,2018,5,28,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRLA,2018-07-11,2018,7,35,13,24.8233333333333,25.53,23.92,23.46207935804033,1.281367145434932,26.27,20.46,31,22.71738459910752,1.5471052192976547,26.22,19.56,30
PRLA,2018-09-11,2018,9,47,18,17.4084782608696,18.04,17.13,15.412907558378874,3.5616374486184554,19.97,8.02,29,19.918477672463233,2.0725848738457358,25.5,16.5,29
PRLA,2019-04-24,2019,4,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRLA,2019-07-11,2019,7,29,12,22.9889583333333,23.56,22.27,24.62166279540955,0.9894664052954605,28.13,22.27,31,21.326817885108525,2.45646132816769,26.32,17.01,30
PRLA,2019-09-10,2019,9,35,12,16.0960416666667,16.27,15.87,17.143605299079873,2.1399546046759466,20.83,11.45,30,19.300678323897582,1.496704726925249,23.2,15.87,30
PRLA,2020-06-15,2020,6,39,18,19.0916666666667,19.42,18.37,20.2365662634012,0.8248548478792633,22.17,18.37,18,19.857555683776045,0.8160971901203374,22.17,18.37,11
PRLA,2020-07-07,2020,7,47,25,NA,NA,NA,NA,NA,NA,NA,NA,20.197770444597367,0.8151147754022523,21.97,18.37,15
PRLA,2020-10-01,2020,10,38,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRLA,2021-04-20,2021,4,45,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRLA,2021-07-13,2021,7,45,20,23.0604166666667,23.76,22.22,24.210690905899558,1.268896684422697,28.64,21.1,31,22.695957982620218,1.6687905197080914,28.64,19.11,28
PRLA,2021-09-14,2021,9,25,9,16.5358333333333,17.12,15.92,17.102907801418432,1.775220061237522,20.32,13.13,30,19.784965277777765,1.793835856145568,26.61,15.92,30
PRLA,2022-04-27,2022,4,31,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRLA,2022-07-06,2022,7,34,14,23.8652083333333,24.76,23.04,23.96811489844499,1.5261714758255818,29.29,20.47,30,21.395298374454537,1.8922748851519129,27.61,16.22,30
PRLA,2022-09-13,2022,9,46,20,17.888125,18.44,17.35,17.2653712962963,2.695976330595679,22.37,12.34,30,21.149120309861534,1.6054821462751152,28.03,17.35,30
PRLA,2023-05-09,2023,5,18,10,NA,NA,NA,17.904133700194638,2.248607588246497,22.32,13.3,21,NA,NA,NA,NA,NA
PRLA,2023-07-05,2023,7,33,11,23.59,24.5,22.29,22.568379693270067,1.4617625620739412,26.35,19.99,31,23.046721285585072,1.818287812903989,27.81,18.11,30
PRLA,2023-09-12,2023,9,23,11,18.28,18.56,17.73,18.512302457627452,2.100001116773266,24.32,16.26,30,20.762530459548458,1.2743277253995746,24.32,17.73,30
PRLA,2024-04-30,2024,4,18,7,8.13410256410256,8.29,7.89,8.13410256410256,NA,8.29,7.89,1,8.13410256410256,NA,8.29,7.89,1
PRLA,2024-07-25,2024,7,25,11,24.495,25.27,23.67,23.86436392287434,2.2326818822365935,29.32,19.11,31,23.09993122503161,2.4437789262298524,29.32,19.11,30
PRLA,2024-09-11,2024,9,42,21,20.1425531914894,20.91,19.45,19.020867274929465,1.2856989357002433,23.17,16.21,30,20.904431385444454,1.3656060712301341,25.49,18.18,30
PRPO,2014-07-08,2014,7,77,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRPO,2014-09-23,2014,9,43,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRPO,2015-05-14,2015,5,31,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRPO,2015-07-06,2015,7,27,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRPO,2015-09-14,2015,9,35,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRPO,2016-04-26,2016,4,26,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRPO,2016-07-07,2016,7,30,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRPO,2016-09-12,2016,9,43,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRPO,2017-04-27,2017,4,27,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRPO,2017-07-17,2017,7,36,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRPO,2017-09-18,2017,9,47,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRPO,2018-05-14,2018,5,27,12,NA,NA,NA,22.466968641114953,0.12501253685506475,23.71,21.79,2,NA,NA,NA,NA,NA
PRPO,2018-07-16,2018,7,33,14,23.9210416666667,24.68,22.42,23.597331757716482,1.3990484874062432,26.77,19.89,31,23.687741721581993,1.6792760724002054,27.77,18.75,30
PRPO,2018-09-17,2018,9,29,12,18.636875,19.95,17.45,15.479236512505299,3.9344206539323006,21.2,7.38,30,18.93010079283558,1.4343437612194614,23.7,15.8,30
PRPO,2019-04-30,2019,4,28,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRPO,2019-07-15,2019,7,32,14,27.2008510638298,28.31,25.83,24.518890436240866,1.1695920098272912,28.7,21.72,31,22.12573309178226,2.8185753733591303,28.31,16.41,30
PRPO,2019-09-19,2019,9,23,11,19.3697916666667,19.91,18.84,16.8218064267293,2.4987972109510466,21.84,10.44,30,17.992275921924076,2.0953543813503983,22.45,13.03,30
PRPO,2020-06-22,2020,6,43,18,20.7008333333333,21.43,20.03,20.86754768828858,1.6376817276690647,25.81,18.05,29,20.133038738853543,0.8520466694808265,22.23,18.05,21
PRPO,2020-07-13,2020,7,43,19,24.0272916666667,25.07,22.97,24.304694626460577,1.2242058259856015,29.2,21.57,31,23.010066494261057,2.2016780352321983,28.36,18.37,30
PRPO,2020-09-22,2020,9,44,17,15.55625,16.03,14.77,15.498526719995604,1.4282986043848864,18.97,12.26,25,17.35245823987025,3.5913405974809938,24.91,12.26,30
PRPO,2021-04-27,2021,4,29,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PRPO,2021-07-15,2021,7,37,17,23.8941860465116,24.59,23,24.202519467577137,1.2307315304483077,28.83,21.06,31,22.640875201856186,1.534759885253417,27.83,18.48,30
PRPO,2021-09-21,2021,9,19,8,15.6704166666667,16.19,14.62,17.14207147916881,1.8451732793933378,21.02,12.12,30,18.290102960650287,1.3339043119357505,21.92,14.55,30
PRPO,2022-05-04,2022,5,16,7,5.12357142857143,6.22,3.5,13.120901265994753,3.6294141459821834,20.93,3.5,29,4.387373949579835,1.0411404593747955,6.22,3.5,2
PRPO,2022-07-13,2022,7,19,9,NA,NA,NA,24.192481596653938,1.6477288097295077,29.3,20.56,30,22.767885516139426,2.0721619584229667,29.3,18.21,29
PRPO,2022-09-20,2022,9,21,9,17.6052083333333,18.58,16.27,17.157736979861003,2.7980733072412534,22.67,12.26,30,19.69639670208322,2.4224399887029557,24.68,14.85,30
PRPO,2023-05-17,2023,5,26,12,18.3891666666667,19.07,17.58,18.21250923864039,2.568634783771189,22.75,12.02,22,16.770463909107875,2.1976564773101672,19.72,12.02,8
PRPO,2023-07-10,2023,7,26,11,21.9622916666667,22.87,20.48,22.811989404488475,2.035128578725549,28.84,19.25,31,22.691882604201904,1.7181485095328648,28.13,17.31,30
PRPO,2023-09-18,2023,9,25,14,17.0272916666667,17.86,16.2,18.63501418951419,2.1872023525679243,25.32,16.2,30,20.14187237462618,2.0162097532520167,25.43,16.2,30
PRPO,2024-05-08,2024,5,22,12,11.7370833333333,11.98,11.43,13.64944988964225,2.800844770058197,19.98,7.36,30,9.51303290053301,1.2667147780568762,11.98,7.36,14
PRPO,2024-07-24,2024,7,22,12,26.1241666666667,26.85,25.33,23.996667176620395,2.5103604012486116,29.16,18.61,31,23.05618730745378,2.713560508247717,29.16,18.61,30
PRPO,2024-09-10,2024,9,17,8,20.0826086956522,20.72,18.98,19.152106523915208,1.404370218212809,22.83,15.91,30,21.056251370936153,1.3877821243475565,24.71,17.95,30
SUGG,2014-07-18,2014,7,34,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUGG,2015-02-18,2015,2,34,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUGG,2015-07-08,2015,7,39,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUGG,2015-11-10,2015,11,34,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUGG,2016-02-12,2016,2,69,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUGG,2016-07-05,2016,7,52,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUGG,2016-10-31,2016,10,33,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUGG,2017-02-09,2017,2,42,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUGG,2017-06-29,2017,6,49,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUGG,2017-11-03,2017,11,35,18,20.8994736842105,21.98,19.74,20.31769010325984,1.7694767666429285,27.29,17.85,29,25.151238180451294,2.733433281488002,32.45,19.17,30
SUGG,2018-02-12,2018,2,52,27,20.71775,21.15,19.51,18.08444962093657,3.0525810220783214,24.04,13.61,17,14.589928913011393,2.5137151564485527,21.36,9.82,30
SUGG,2018-07-02,2018,7,27,13,NA,NA,NA,30.036299251492295,1.5134281644772836,35.63,26.51,21,30.13244205128206,0.7708346223785415,34.99,28.68,5
SUGG,2018-10-29,2018,10,37,21,22.59125,23.62,21.76,26.735434422766964,2.2926547535396478,34.03,21.73,31,27.10509076860523,2.121468943146165,34.03,21.76,30
SUGG,2019-02-14,2019,2,32,13,17.8958333333333,18.69,16.61,19.753275922223835,2.8220540137768477,27.03,11.68,22,15.820243874672668,2.332837229940714,23.91,11.68,22
SUGG,2019-07-01,2019,7,44,24,31.7135483870968,35.86,29.6,30.939544335435613,1.135078999783601,35.86,27.86,28,30.37490310127205,1.6336957513191304,35.86,27.25,30
SUGG,2019-10-28,2019,10,34,16,26.0072916666667,26.66,25.24,26.643300828712512,1.2963396751541993,30.89,23.97,31,26.643923693202513,1.3381832576564485,30.89,23.97,30
SUGG,2020-02-10,2020,2,35,15,16.8908510638298,17.46,16.15,16.74156158434232,1.636225279452676,20.7,13.98,19,16.43483323627669,1.976044519675469,20.84,13.57,30
SUGG,2020-07-13,2020,7,37,22,NA,NA,NA,29.47940166054497,0.6446266014035328,31.75,28.13,10,28.94192698966866,0.805016359170543,31.75,26.97,27
SUGG,2020-10-28,2020,10,38,19,26.4546875,26.77,26.17,25.618595682316222,0.9495333948821001,27.96,23.47,31,25.63647340342307,0.9782932799040035,28.09,23.47,30
SUGG,2021-02-11,2021,2,38,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUGG,2021-06-30,2021,6,32,14,28.6836170212766,29.47,27.94,28.963751927473822,1.079808350933911,33.55,26.48,30,28.963751927473822,1.079808350933911,33.55,26.48,30
SUGG,2022-02-14,2022,2,34,17,16.1775675675676,18.13,14.58,17.424765264937037,3.4139603241813883,26.26,11.34,28,14.521504760770256,1.5396414892004258,19.44,11.34,30
SUGG,2022-07-13,2022,7,26,11,31.559375,32.95,29.71,31.353551906555182,0.8529353964712383,35.9,29.12,31,31.1735481397375,0.7296649811519078,35.87,29.12,30
SUGG,2022-10-31,2022,10,31,13,23.10825,24.48,21.88,24.135007918484828,1.7293441190514396,29.2,19.88,31,24.178327626878765,1.741716326788743,29.2,19.88,30
SUGG,2023-02-08,2023,2,39,19,17.933829787234,19.17,10.56,20.2396745100986,2.092605211738841,27.36,10.56,28,16.877114292731466,2.063168302245291,24.89,10.56,30
SUGG,2023-06-29,2023,6,36,20,32.1293181818182,34.37,30.05,29.115324526512765,1.4870556016829592,34.4,26.34,30,28.980283256671495,1.37510694274799,34.37,26.15,30
SUGG,2023-10-31,2023,10,33,19,25.3384210526316,27.63,23.93,24.753568096986786,1.4449350615359033,29.94,21.9,31,24.703548144664122,1.4420802027702744,29.94,21.9,30
SUGG,2024-02-08,2024,2,29,17,15.2479166666667,15.74,14.68,16.964006186408465,1.0328817013753688,20.07,14.64,26,15.36270658920414,2.1068551439772865,21.51,11.39,27
