siteID,namedLocation,year,month,n_samples,n_taxa,mean_body_length,sd_body_length,max_body_length,mean_body_width,mean_count_per_liter,temp_mean_monthly,temp_sd_monthly,temp_max_monthly,temp_min_monthly,n_days_temp
BARC,BARC.AOS.littoral2,2020,2,22,22,0.3625,NA,0.40454545454545454,0.05,0.8371212121212122,17.714569129008517,1.5191043412353025,22.21,15.12,25
BARC,BARC.AOS.buoy.c0,2020,7,15,15,0.4475,NA,0.525,0.0625,11.364789446981227,31.456411290322592,0.4976336617560376,33.2,29.94,31
BARC,BARC.AOS.littoral1,2020,7,21,21,0.3761904761904762,NA,0.4107142857142857,0.0625,2.1706349206349205,31.456411290322592,0.4976336617560376,33.2,29.94,31
BARC,BARC.AOS.littoral2,2020,7,20,20,0.28625,NA,0.33125,0.05,3.2083333333333335,31.456411290322592,0.4976336617560376,33.2,29.94,31
BARC,BARC.AOS.buoy.c0,2020,10,10,10,0.8887499999999999,NA,1.11,0.075,11.85458377239199,27.017940379946808,0.6751465999430452,29.32,25.02,31
BARC,BARC.AOS.littoral1,2020,10,10,10,0.5525,NA,0.635,NA,10.666666666666666,27.017940379946808,0.6751465999430452,29.32,25.02,31
BARC,BARC.AOS.littoral2,2020,10,13,13,0.44134615384615383,NA,0.5192307692307693,0.05,7.628205128205128,27.017940379946808,0.6751465999430452,29.32,25.02,31
BARC,BARC.AOS.buoy.c0,2021,2,13,13,0.4239583333333333,NA,0.4979166666666667,0.0505,11.258634820278656,17.82333042184265,2.0027502413949128,21.73,14.19,28
BARC,BARC.AOS.littoral1,2021,2,20,20,0.330625,NA,0.35875,0.07,2.333333333333334,17.82333042184265,2.0027502413949128,21.73,14.19,28
BARC,BARC.AOS.littoral2,2021,2,12,12,0.35625,NA,0.38333333333333336,NA,1.28125,17.82333042184265,2.0027502413949128,21.73,14.19,28
BARC,BARC.AOS.buoy.c0,2021,7,12,12,0.525,NA,0.6125,0.05,3.6621004566210047,30.275979641013386,1.1989004610092873,32.72,27.63,31
BARC,BARC.AOS.littoral1,2021,7,18,18,0.3833333333333333,NA,0.43472222222222223,NA,2.1064814814814814,30.275979641013386,1.1989004610092873,32.72,27.63,31
BARC,BARC.AOS.littoral2,2021,7,20,20,0.418125,NA,0.455,0.075,1.8687500000000001,30.275979641013386,1.1989004610092873,32.72,27.63,31
BARC,BARC.AOS.buoy.c0,2021,11,17,17,0.3438235294117647,NA,0.39,0.07954545454545454,1.8121586534157041,20.16997000591016,1.6459115924558168,24.3,17.29,30
BARC,BARC.AOS.littoral1,2021,11,8,8,0.56875,NA,0.56875,0.05,3.4375,20.16997000591016,1.6459115924558168,24.3,17.29,30
BARC,BARC.AOS.littoral2,2021,11,7,7,0.29857142857142854,NA,0.32857142857142857,0.0625,1.976190476190476,20.16997000591016,1.6459115924558168,24.3,17.29,30
BARC,BARC.AOS.buoy.c0,2022,2,11,11,0.5181818181818182,NA,0.5909090909090909,0.078,1.4379217469373573,17.133040025334164,2.579088782900031,23.14,13.07,28
BARC,BARC.AOS.littoral1,2022,2,7,7,0.39999999999999997,NA,0.4928571428571428,0.0775,0.5833333333333334,17.133040025334164,2.579088782900031,23.14,13.07,28
BARC,BARC.AOS.littoral2,2022,2,13,13,0.5038461538461538,NA,0.5615384615384615,0.1285714285714286,2.3397435897435894,17.133040025334164,2.579088782900031,23.14,13.07,28
BARC,BARC.AOS.buoy.c0,2022,7,7,7,0.6714285714285715,NA,0.8,NA,0.9957407620582479,31.67432046323587,0.43225818331561877,34.02,30.59,31
BARC,BARC.AOS.littoral1,2022,7,7,7,0.5242857142857142,NA,0.5599999999999999,0.07,2.5714285714285716,31.67432046323587,0.43225818331561877,34.02,30.59,31
BARC,BARC.AOS.littoral2,2022,7,6,6,0.6833333333333333,NA,0.8,NA,12.916666666666668,31.67432046323587,0.43225818331561877,34.02,30.59,31
BARC,BARC.AOS.buoy.c0,2022,11,11,11,0.3986363636363636,NA,0.44181818181818183,0.065,0.2646326276463263,22.10460031974779,2.067819173760429,25.84,18.39,30
BARC,BARC.AOS.littoral1,2022,11,13,13,0.40615384615384614,NA,0.4330769230769231,0.0825,1.269230769230769,22.10460031974779,2.067819173760429,25.84,18.39,30
BARC,BARC.AOS.littoral2,2022,11,12,12,0.30375,NA,0.3516666666666667,0.074375,0.5972222222222222,22.10460031974779,2.067819173760429,25.84,18.39,30
BARC,BARC.AOS.buoy.c0,2023,2,12,12,0.5458333333333334,NA,0.65,0.07,1.887453300124533,19.942928400856395,1.6066825403664817,24.42,17.48,28
BARC,BARC.AOS.littoral1,2023,2,11,11,0.4863636363636364,NA,0.5318181818181819,0.06333333333333334,1.143939393939394,19.942928400856395,1.6066825403664817,24.42,17.48,28
BARC,BARC.AOS.littoral2,2023,2,8,8,0.3675,NA,0.4375,0.06666666666666667,0.5729166666666667,19.942928400856395,1.6066825403664817,24.42,17.48,28
BARC,BARC.AOS.buoy.c0,2023,6,9,9,0.6166666666666667,NA,0.7444444444444445,0.05,1.5079112243814379,29.023759765590963,0.9533483814380855,32.1,27.2,30
BARC,BARC.AOS.littoral1,2023,6,7,7,0.48142857142857143,NA,0.5599999999999999,0.05,2.25,29.023759765590963,0.9533483814380855,32.1,27.2,30
BARC,BARC.AOS.littoral2,2023,6,8,8,0.5375,NA,0.6,0.055,2.84375,29.023759765590963,0.9533483814380855,32.1,27.2,30
BARC,BARC.AOS.buoy.c0,2023,11,10,10,0.32599999999999996,NA,0.445,0.12333333333333334,1.36986301369863,21.4979896616766,1.3025112875250777,25.54,17.47,30
BARC,BARC.AOS.littoral1,2023,11,10,10,0.23800000000000002,NA,0.312,0.07714285714285715,3.972222222222222,21.4979896616766,1.3025112875250777,25.54,17.47,30
BARC,BARC.AOS.littoral2,2023,11,8,8,0.28625,NA,0.3075,0.09166666666666667,2.6284722222222223,21.4979896616766,1.3025112875250777,25.54,17.47,30
BARC,BARC.AOS.buoy.c0,2024,2,10,10,0.309,NA,0.429,0.14142857142857143,2.545143212951432,16.94543905307984,0.7680451219477512,19.14,15.49,29
BARC,BARC.AOS.littoral1,2024,2,13,13,0.3088461538461538,NA,0.4246153846153846,0.09,5.02991452991453,16.94543905307984,0.7680451219477512,19.14,15.49,29
BARC,BARC.AOS.littoral2,2024,2,8,8,0.26249999999999996,NA,0.36,0.06,3.5902777777777777,16.94543905307984,0.7680451219477512,19.14,15.49,29
BARC,BARC.AOS.buoy.c0,2024,7,6,6,0.3683333333333333,NA,0.5499999999999999,0.07,5.3816046966731905,31.697217861299283,0.32140081421738426,33.55,30.39,31
BARC,BARC.AOS.littoral1,2024,7,10,10,0.4015,NA,0.498,0.07200000000000001,1.1444444444444444,31.697217861299283,0.32140081421738426,33.55,30.39,31
BARC,BARC.AOS.littoral2,2024,7,3,3,0.45666666666666667,NA,0.61,NA,2.833333333333333,31.697217861299283,0.32140081421738426,33.55,30.39,31
BARC,BARC.AOS.buoy.c0,2024,10,8,8,0.45,NA,0.52,0.07,4.251634495641346,25.98495731710167,2.326206102222627,31.4,22.63,31
BARC,BARC.AOS.littoral1,2024,10,10,10,0.2728,NA,0.3172,0.08885714285714286,3.25,25.98495731710167,2.326206102222627,31.4,22.63,31
BARC,BARC.AOS.littoral2,2024,10,8,8,0.261875,NA,0.30125,0.060000000000000005,0.3125,25.98495731710167,2.326206102222627,31.4,22.63,31
CRAM,CRAM.AOS.littoral1,2015,5,9,9,0.28,NA,0.2995555555555556,0.08666666666666667,14.356481481481481,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral2,2015,5,10,10,0.3388888888888889,NA,0.39555555555555555,0.066,23.937499999999993,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.buoy.c0,2015,7,22,22,0.3831818181818182,NA,0.4809090909090909,0.10545454545454545,1.1353719846870531,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral1,2015,7,19,19,0.4088888888888889,NA,0.45,0.11666666666666667,7.9298245614035086,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral2,2015,7,14,14,0.3737142857142857,NA,0.4645714285714286,0.07200000000000001,18.904761904761905,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.buoy.c0,2015,9,16,16,0.49500000000000005,NA,0.6224999999999999,0.09333333333333334,0.7011272831050228,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral1,2015,9,18,18,0.3247058823529412,NA,0.34941176470588237,0.1125,3.574074074074074,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral2,2015,9,17,17,0.24875,NA,0.26625,0.101,1.8431372549019607,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.buoy.c0,2016,4,17,17,0.51625,NA,0.5916666666666667,0.135,6.943647596024712,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral1,2016,4,13,13,0.27984615384615386,NA,0.3150769230769231,0.089,61.996794871794876,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral2,2016,4,10,10,0.23500000000000001,NA,0.25,0.1,0.6291666666666667,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.buoy.c0,2017,5,18,18,0.3402777777777778,NA,0.3680555555555556,0.08,2.4287671232876713,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral1,2017,5,8,8,0.246875,NA,0.26875,0.09,10.25,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral2,2017,5,9,9,0.18472222222222223,NA,0.20833333333333334,0.08,7.828703703703704,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.buoy.c0,2017,7,17,17,0.18558823529411764,NA,0.20470588235294118,0.07,7.712674110740187,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral1,2017,7,12,12,0.2533333333333333,NA,0.33416666666666667,0.060000000000000005,19.517361111111114,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral2,2017,7,14,14,0.355,NA,0.38357142857142856,0.060000000000000005,14.866071428571427,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.buoy.c0,2017,9,17,17,0.6570588235294117,NA,0.6747058823529412,0.08666666666666667,1.994090786999731,19.562162670724614,1.1362891371452826,21.97,17.13,20
CRAM,CRAM.AOS.littoral1,2017,9,12,12,0.22958333333333333,NA,0.2525,0.09,47.145833333333336,19.562162670724614,1.1362891371452826,21.97,17.13,20
CRAM,CRAM.AOS.littoral2,2017,9,18,18,0.2605882352941177,NA,0.29000000000000004,0.09,5.8842592592592595,19.562162670724614,1.1362891371452826,21.97,17.13,20
CRAM,CRAM.AOS.buoy.c0,2018,5,20,20,0.325,NA,0.3505263157894737,0.0825,0.8740011415525114,22.53991481208853,1.8157236862365747,25.61,19.29,7
CRAM,CRAM.AOS.littoral1,2018,5,20,20,0.2826315789473684,NA,0.30526315789473685,0.08,41.93958333333333,22.53991481208853,1.8157236862365747,25.61,19.29,7
CRAM,CRAM.AOS.littoral2,2018,5,17,17,0.2540625,NA,0.265625,0.11333333333333333,6.828431372549019,22.53991481208853,1.8157236862365747,25.61,19.29,7
CRAM,CRAM.AOS.buoy.c0,2018,7,18,18,0.29250000000000004,NA,0.3005555555555556,0.07200000000000001,12.892982732378103,24.547423858433223,1.1184674852557188,26.92,21.72,31
CRAM,CRAM.AOS.littoral1,2018,7,10,10,0.1895,NA,0.194,0.06666666666666667,38.6,24.547423858433223,1.1184674852557188,26.92,21.72,31
CRAM,CRAM.AOS.littoral2,2018,7,12,12,0.16083333333333333,NA,0.17583333333333334,0.06666666666666667,32.42129629629629,24.547423858433223,1.1184674852557188,26.92,21.72,31
CRAM,CRAM.AOS.buoy.c0,2018,10,15,15,0.7946666666666666,NA,0.8273333333333334,0.06666666666666667,0.420882800608828,12.8547931184669,0.7366414333803065,14.21,11.64,7
CRAM,CRAM.AOS.littoral1,2018,10,17,17,0.23058823529411765,NA,0.24,0.05,16.544117647058822,12.8547931184669,0.7366414333803065,14.21,11.64,7
CRAM,CRAM.AOS.littoral2,2018,10,13,13,0.2661538461538462,NA,0.2792307692307692,0.05,17.76282051282051,12.8547931184669,0.7366414333803065,14.21,11.64,7
CRAM,CRAM.AOS.buoy.c0,2019,5,21,21,0.2838095238095238,NA,0.30404761904761907,0.07175000000000001,1.596192408977797,11.37503258290688,3.1421000594064337,18.29,5.19,31
CRAM,CRAM.AOS.littoral1,2019,5,15,15,0.19316666666666668,NA,0.21233333333333332,0.06766666666666667,11.666666666666666,11.37503258290688,3.1421000594064337,18.29,5.19,31
CRAM,CRAM.AOS.littoral2,2019,5,14,14,0.2292857142857143,NA,0.23464285714285715,0.06433333333333334,23.80952380952381,11.37503258290688,3.1421000594064337,18.29,5.19,31
CRAM,CRAM.AOS.buoy.c1,2019,7,22,22,0.33571428571428574,NA,0.35000000000000003,0.07,10.219369671424465,24.92025460815172,0.6821059267333234,27.37,23.01,31
CRAM,CRAM.AOS.littoral1,2019,7,9,9,0.14305555555555555,NA,0.15277777777777776,0.0625,37.777777777777786,24.92025460815172,0.6821059267333234,27.37,23.01,31
CRAM,CRAM.AOS.littoral2,2019,7,11,11,0.14431818181818182,NA,0.15454545454545454,0.0625,79.69696969696969,24.92025460815172,0.6821059267333234,27.37,23.01,31
CRAM,CRAM.AOS.buoy.c1,2019,9,18,18,0.5963235294117647,NA,0.6279411764705882,0.075,2.5505544683626877,18.017085971268745,1.1907741965725491,20.98,15.57,30
CRAM,CRAM.AOS.littoral1,2019,9,16,16,0.25666666666666665,NA,0.28833333333333333,0.075,25.520833333333336,18.017085971268745,1.1907741965725491,20.98,15.57,30
CRAM,CRAM.AOS.littoral2,2019,9,15,15,0.29464285714285715,NA,0.3357142857142857,0.075,18,18.017085971268745,1.1907741965725491,20.98,15.57,30
CRAM,CRAM.AOS.buoy.c1,2020,6,18,18,0.2951388888888889,NA,0.31805555555555554,0.065,4.1593449850417255,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral1,2020,6,16,16,0.23671875,NA,0.24375,0.05433333333333334,10.6875,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral2,2020,6,16,16,0.16953125,NA,0.1828125,0.06875,8.125,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.buoy.c1,2020,7,21,21,0.3011904761904762,NA,0.3404761904761905,0.07250000000000001,4.698122780314561,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral1,2020,7,16,16,0.17109375,NA,0.178125,0.0688,60.859375,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral2,2020,7,16,16,0.14453125,NA,0.1515625,0.06666666666666667,4.28125,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.buoy.c1,2020,9,20,20,0.7914473684210528,NA,0.8105263157894737,0.05,2.07095693308367,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral1,2020,9,13,13,0.18958333333333333,NA,0.19583333333333333,0.05,47.56410256410257,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral2,2020,9,15,15,0.24821428571428572,NA,0.2625,0.05,64.88888888888889,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.buoy.c0,2021,4,21,21,0.346875,NA,0.38,0.08133333333333334,4.105701066601004,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral1,2021,4,20,20,0.2618421052631579,NA,0.28157894736842104,0.08433333333333333,13,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.littoral2,2021,4,22,22,0.287797619047619,NA,0.3107142857142857,0.08399999999999999,12.632575757575758,NA,NA,NA,NA,NA
CRAM,CRAM.AOS.buoy.c1,2021,7,20,20,0.2763157894736842,NA,0.3078947368421053,0.0674,1.2842465753424657,24.714106570873888,0.7901146207960865,27.71,22.02,31
CRAM,CRAM.AOS.littoral1,2021,7,13,13,0.11979166666666666,NA,0.125,0.067,19.935897435897438,24.714106570873888,0.7901146207960865,27.71,22.02,31
CRAM,CRAM.AOS.littoral2,2021,7,11,11,0.13874999999999998,NA,0.1475,0.058333333333333334,11.21590909090909,24.714106570873888,0.7901146207960865,27.71,22.02,31
CRAM,CRAM.AOS.buoy.c1,2021,9,10,10,1.266,NA,1.476,0.06,1.4337899543378996,19.548156028368794,1.4570269553444484,23.98,16.93,30
CRAM,CRAM.AOS.littoral1,2021,9,13,13,0.12730769230769232,NA,0.14461538461538462,0.06142857142857143,5.080128205128205,19.548156028368794,1.4570269553444484,23.98,16.93,30
CRAM,CRAM.AOS.littoral2,2021,9,13,13,0.20846153846153848,NA,0.2276923076923077,0.0811111111111111,4.647435897435898,19.548156028368794,1.4570269553444484,23.98,16.93,30
CRAM,CRAM.AOS.buoy.c1,2022,5,17,17,0.9594117647058823,NA,1.0223529411764707,0.0825,0.8139686826229936,14.22549963127944,3.6826462421462582,20.17,4.31,28
CRAM,CRAM.AOS.littoral1,2022,5,16,16,0.3253125,NA,0.34249999999999997,0.10333333333333333,10.208333333333332,14.22549963127944,3.6826462421462582,20.17,4.31,28
CRAM,CRAM.AOS.littoral2,2022,5,13,13,0.25384615384615383,NA,0.26692307692307693,0.15555555555555556,2.625,14.22549963127944,3.6826462421462582,20.17,4.31,28
CRAM,CRAM.AOS.buoy.c1,2022,7,16,16,0.88,NA,1.09,0.06857142857142857,0.4819532091734646,23.69915315120408,0.9574429326469028,27.3,21.34,31
CRAM,CRAM.AOS.littoral1,2022,7,12,12,0.17583333333333334,NA,0.19333333333333333,0.08866666666666667,2.861111111111111,23.69915315120408,0.9574429326469028,27.3,21.34,31
CRAM,CRAM.AOS.littoral2,2022,7,16,16,0.23125,NA,0.24375,0.097,1.7708333333333335,23.69915315120408,0.9574429326469028,27.3,21.34,31
CRAM,CRAM.AOS.buoy.c1,2022,9,15,15,0.8946666666666666,NA,1.0686666666666667,0.08875,0.7730151716011194,19.941142638846063,2.413619272035109,24.72,14.3,30
CRAM,CRAM.AOS.littoral1,2022,9,13,13,0.20576923076923076,NA,0.21923076923076923,0.09,16.439102564102562,19.941142638846063,2.413619272035109,24.72,14.3,30
CRAM,CRAM.AOS.littoral2,2022,9,11,11,0.2222727272727273,NA,0.23454545454545456,0.10437500000000001,33.86363636363636,19.941142638846063,2.413619272035109,24.72,14.3,30
CRAM,CRAM.AOS.buoy.c1,2023,5,13,13,0.7053846153846154,NA,0.7461538461538462,0.07,0.5485650529969628,17.084404214244064,2.2610799832011184,22.92,13.2,19
CRAM,CRAM.AOS.littoral1,2023,5,10,10,0.267,NA,0.304,0.07033333333333333,2.6916666666666664,17.084404214244064,2.2610799832011184,22.92,13.2,19
CRAM,CRAM.AOS.littoral2,2023,5,13,13,0.22923076923076924,NA,0.24461538461538462,0.071875,1.8333333333333335,17.084404214244064,2.2610799832011184,22.92,13.2,19
CRAM,CRAM.AOS.buoy.c1,2023,7,17,17,0.6108823529411764,NA,0.71882352941176475,0.093,0.34009574821064603,23.28789153810192,1.2095613638256901,27.6,20.47,31
CRAM,CRAM.AOS.littoral1,2023,7,9,9,0.2611111111111111,NA,0.27444444444444444,0.1,8.680555555555555,23.28789153810192,1.2095613638256901,27.6,20.47,31
CRAM,CRAM.AOS.littoral2,2023,7,9,9,0.16333333333333333,NA,0.19,0.10225000000000001,5.736111111111111,23.28789153810192,1.2095613638256901,27.6,20.47,31
CRAM,CRAM.AOS.buoy.c1,2023,9,15,15,0.323,NA,0.38666666666666666,0.10500000000000001,1.6688296082672436,19.260734642234798,1.9019382734413808,24.63,16.8,30
CRAM,CRAM.AOS.littoral1,2023,9,13,13,0.3003846153846154,NA,0.3323076923076923,0.0675,10.948717948717947,19.260734642234798,1.9019382734413808,24.63,16.8,30
CRAM,CRAM.AOS.littoral2,2023,9,16,16,0.20781249999999998,NA,0.225,0.08,6.815104166666666,19.260734642234798,1.9019382734413808,24.63,16.8,30
CRAM,CRAM.AOS.buoy.c1,2024,4,15,15,0.2673333333333333,NA,0.34800000000000003,0.1,0.4995970991136181,5.802172361484314,2.8941630925802686,10.94,0.53,30
CRAM,CRAM.AOS.littoral1,2024,4,7,7,0.24285714285714285,NA,0.33285714285714285,0.07200000000000001,63.392857142857146,5.802172361484314,2.8941630925802686,10.94,0.53,30
CRAM,CRAM.AOS.littoral2,2024,4,10,10,0.243,NA,0.298,0.10333333333333333,16.47083333333333,5.802172361484314,2.8941630925802686,10.94,0.53,30
CRAM,CRAM.AOS.buoy.c1,2024,7,19,19,0.9536842105263158,NA,1.0710526315789475,0.11,1.856226124988548,23.699056777220488,1.4574438560147172,27.32,20.19,31
CRAM,CRAM.AOS.littoral1,2024,7,11,11,0.20136363636363636,NA,0.22454545454545455,0.11555555555555555,47.34848484848485,23.699056777220488,1.4574438560147172,27.32,20.19,31
CRAM,CRAM.AOS.littoral2,2024,7,10,10,0.196,NA,0.226,0.07714285714285714,41.354166666666664,23.699056777220488,1.4574438560147172,27.32,20.19,31
CRAM,CRAM.AOS.buoy.c1,2024,9,8,8,1.5474999999999999,NA,1.6000000000000003,0.076,3.75280199252802,20.896822123719456,0.9420388331042422,23.36,18.78,30
CRAM,CRAM.AOS.littoral1,2024,9,11,11,0.3813636363636364,NA,0.44545454545454544,0.062,3.9090909090909087,20.896822123719456,0.9420388331042422,23.36,18.78,30
CRAM,CRAM.AOS.littoral2,2024,9,16,16,0.3109375,NA,0.34375,0.08272727272727273,7.971354166666666,20.896822123719456,0.9420388331042422,23.36,18.78,30
LIRO,LIRO.AOS.buoy.c0,2017,4,17,17,0.29926470588235293,NA,0.325,0.08333333333333334,7.662581630685722,NA,NA,NA,NA,NA
LIRO,LIRO.AOS.littoral1,2017,4,10,10,0.3361111111111111,NA,0.3416666666666667,NA,45.9375,NA,NA,NA,NA,NA
LIRO,LIRO.AOS.littoral2,2017,4,13,13,0.2932692307692308,NA,0.3019230769230769,0.07,21.45192307692308,NA,NA,NA,NA,NA
LIRO,LIRO.AOS.buoy.c0,2017,7,10,10,0.3445,NA,0.357,0.07,67.33403582718651,NA,NA,NA,NA,NA
LIRO,LIRO.AOS.littoral1,2017,7,10,10,0.2995,NA,0.324,0.07,32.5,NA,NA,NA,NA,NA
LIRO,LIRO.AOS.littoral2,2017,7,12,12,0.4058333333333333,NA,0.4633333333333333,0.07,33.05555555555556,NA,NA,NA,NA,NA
LIRO,LIRO.AOS.buoy.c0,2017,9,16,16,0.4821875,NA,0.540625,NA,6.5595363540569025,NA,NA,NA,NA,NA
LIRO,LIRO.AOS.littoral1,2017,9,14,14,0.47678571428571426,NA,0.5685714285714286,NA,0.8928571428571429,NA,NA,NA,NA,NA
LIRO,LIRO.AOS.littoral2,2017,9,13,13,0.6096153846153846,NA,0.6946153846153846,NA,0.6955128205128205,NA,NA,NA,NA,NA
LIRO,LIRO.AOS.buoy.c0,2018,5,12,12,0.39,NA,0.42500000000000004,0.09,23.211567732115675,NA,NA,NA,NA,NA
LIRO,LIRO.AOS.littoral1,2018,5,12,12,0.32166666666666666,NA,0.35083333333333333,0.08666666666666667,7.152777777777778,NA,NA,NA,NA,NA
