siteID,namedLocation,collectDate,taxonID,mean_body_length,min_body_length,max_body_length,mean_body_width,count_per_bottle,count_per_liter,sampler_type,aquatic_site_type,year,month,temp_mean,match_type
BARC,BARC.AOS.buoy.c0,2014-07-02,MONBUL,0.112,0.112,0.112,NA,63,0.09180996793937626,tow net,lake,2014,7,31.50325934463865,same_month_all_years
BARC,BARC.AOS.littoral1,2014-07-02,MONBUL,0.112,0.112,0.112,NA,74,0.14079147640791476,tow net,lake,2014,7,31.50325934463865,same_month_all_years
BARC,BARC.AOS.littoral2,2014-07-02,MONBUL,0.112,0.112,0.112,NA,818,34.083333333333336,Schindler-Patalas,lake,2014,7,31.50325934463865,same_month_all_years
BARC,BARC.AOS.littoral2,2014-07-02,OXYSP3,0.3,0.3,0.3,NA,18,0.75,Schindler-Patalas,lake,2014,7,31.50325934463865,same_month_all_years
BARC,BARC.AOS.littoral2,2014-07-02,PTYBRA,0.188,0.188,0.188,NA,879,36.625,Schindler-Patalas,lake,2014,7,31.50325934463865,same_month_all_years
BARC,BARC.AOS.buoy.c0,2014-07-02,ROTSP,0.196,0.188,0.212,NA,94,0.136986301369863,tow net,lake,2014,7,31.50325934463865,same_month_all_years
BARC,BARC.AOS.littoral1,2014-07-02,ROTSP,0.175,0.162,0.188,NA,297,0.5650684931506849,tow net,lake,2014,7,31.50325934463865,same_month_all_years
BARC,BARC.AOS.littoral2,2014-07-02,ROTSP,0.308,0.262,0.375,NA,255,10.625,Schindler-Patalas,lake,2014,7,31.50325934463865,same_month_all_years
BARC,BARC.AOS.buoy.c0,2014-07-02,SKIMIS,0.879,0.775,1,NA,1126,1.6409210142815505,tow net,lake,2014,7,31.50325934463865,same_month_all_years
BARC,BARC.AOS.littoral1,2014-07-02,SKIMIS,0.902,0.85,1,NA,743,1.4136225266362252,tow net,lake,2014,7,31.50325934463865,same_month_all_years
BARC,BARC.AOS.buoy.c0,2014-07-02,TRISIM,0.125,0.125,0.125,NA,188,0.273972602739726,tow net,lake,2014,7,31.50325934463865,same_month_all_years
BARC,BARC.AOS.littoral1,2014-07-02,TRISIM,0.125,0.125,0.125,NA,223,0.4242770167427702,tow net,lake,2014,7,31.50325934463865,same_month_all_years
BARC,BARC.AOS.littoral2,2014-07-02,TROPRA1,0.396,0.35,0.412,NA,88,3.6666666666666665,Schindler-Patalas,lake,2014,7,31.50325934463865,same_month_all_years
BARC,BARC.AOS.buoy.c0,2015-02-18,ALOSP1,NA,NA,NA,NA,6,0.01095890410958904,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.buoy.c0,2015-02-18,BDESP,0.188,0.188,0.188,NA,114,0.2082191780821918,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral1,2015-02-18,BDESP,0.186,0.162,0.188,NA,112,0.3409436834094368,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.buoy.c0,2015-02-18,CALSP1,0.602,0.425,0.9,NA,411,0.7506849315068493,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral1,2015-02-18,CALSP1,0.88,0.65,1.075,NA,134,0.4079147640791476,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral2,2015-02-18,CALSP1,0.492,0.4,0.55,NA,9,0.375,Schindler-Patalas,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral2,2015-02-18,CHYSPH,0.225,0.225,0.225,NA,1,0.04166666666666666,Schindler-Patalas,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.buoy.c0,2015-02-18,CYCSP,0.408,0.375,0.45,NA,17,0.03105022831050228,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral1,2015-02-18,CYCSP,0.462,0.425,0.55,NA,26,0.0791476407914764,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral2,2015-02-18,CYCSP,0.328,0.225,0.5,NA,60,2.5,Schindler-Patalas,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.buoy.c0,2015-02-18,GASSTY,0.105,0.1,0.112,NA,480,0.8767123287671232,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral1,2015-02-18,GASSTY,0.103,0.1,0.112,NA,492,1.4977168949771689,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral2,2015-02-18,GASSTY,0.103,0.1,0.112,NA,9,0.375,Schindler-Patalas,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.buoy.c0,2015-02-18,HESAUG,1.09,1.025,1.125,NA,251,0.45844748858447487,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral1,2015-02-18,HESAUG,1.097,1.025,1.175,NA,86,0.2617960426179604,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral1,2015-02-18,LECLIG,NA,NA,NA,NA,4,0.0121765601217656,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral2,2015-02-18,LECLIG,0.112,0.112,0.112,NA,13,0.5416666666666666,Schindler-Patalas,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.buoy.c0,2015-02-18,LECSP1,0.139,0.138,0.15,NA,114,0.2082191780821918,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral1,2015-02-18,LECSP1,0.14,0.138,0.15,NA,47,0.1430745814307458,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral2,2015-02-18,LECSP1,0.14,0.138,0.15,NA,25,1.0416666666666667,Schindler-Patalas,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.buoy.c0,2015-02-18,LEPSP32,NA,NA,NA,NA,17,0.03105022831050228,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.buoy.c0,2015-02-18,MONBUL,0.112,0.112,0.112,NA,86,0.15707762557077626,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral1,2015-02-18,MONBUL,0.112,0.112,0.112,NA,43,0.1308980213089802,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral2,2015-02-18,MONBUL,0.112,0.112,0.112,NA,10,0.4166666666666667,Schindler-Patalas,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.buoy.c0,2015-02-18,POLSP20,0.1,0.1,0.1,NA,6,0.01095890410958904,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral1,2015-02-18,PTYBRA,0.176,0.15,0.188,NA,43,0.1308980213089802,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral2,2015-02-18,PTYBRA,0.176,0.15,0.188,NA,32,1.3333333333333333,Schindler-Patalas,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral1,2015-02-18,ROTSP,0.248,0.225,0.275,NA,30,0.091324200913242,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.buoy.c0,2015-02-18,SKIMIS,1.042,1,1.075,NA,177,0.3232876712328767,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral1,2015-02-18,SKIMIS,1.005,0.925,1.075,NA,138,0.4200913242009132,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.buoy.c0,2015-02-18,TRISIM,NA,NA,NA,NA,6,0.01095890410958904,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral1,2015-02-18,TRISIM,0.184,0.175,0.188,NA,30,0.091324200913242,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.buoy.c0,2015-02-18,TROPRA1,0.518,0.45,0.55,NA,40,0.0730593607305936,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral1,2015-02-18,TROPRA1,0.506,0.475,0.55,NA,17,0.0517503805175038,tow net,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.littoral2,2015-02-18,TROPRA1,0.5,0.475,0.525,NA,5,0.20833333333333337,Schindler-Patalas,lake,2015,2,18.2014125462164,same_month_all_years
BARC,BARC.AOS.buoy.c0,2017-06-28,ARCFLO,0.9,0.83,1,NA,1920,2.9887920298879203,tow net,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.buoy.c0,2017-06-28,ASCECA,0.1,0.1,0.1,NA,160,0.24906600249066,tow net,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-06-28,ASCECA,0.1,0.1,0.1,NA,11,0.4583333333333333,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,BEASP1,0.15,0.15,0.15,NA,10,0.4166666666666667,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.buoy.c0,2017-06-28,CALSP1,0.48,0.33,0.7,NA,8480,13.200498132004984,tow net,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-06-28,CALSP1,0.39,0.35,0.45,NA,17,0.7083333333333334,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,CALSP1,0.66,0.45,0.75,NA,82,3.4166666666666665,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.buoy.c0,2017-06-28,CONSP8,0.15,0.15,0.15,0.08,160,0.24906600249066,tow net,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-06-28,CONSP8,0.18,0.18,0.18,0.08,6,0.25,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,CONSP8,0.14,0.13,0.15,0.08,51,2.125,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-06-28,CYCSP,0.24,0.23,0.25,NA,17,0.7083333333333334,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,CYCSP,0.27,0.2,0.63,NA,267,11.125,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.buoy.c0,2017-06-28,DIASP10,0.44,0.33,0.63,NA,11520,17.932752179327522,tow net,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-06-28,DIASP10,0.5,0.43,0.58,NA,22,0.9166666666666666,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,DIASP10,0.45,0.4,0.5,NA,21,0.875,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.buoy.c0,2017-06-28,EUBTUB,0.28,0.2,0.38,NA,960,1.49439601494396,tow net,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-06-28,EUBTUB,0.3,0.28,0.33,NA,11,0.4583333333333333,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,EUCSP7,0.39,0.38,0.4,NA,21,0.875,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.buoy.c0,2017-06-28,GASSTY,0.08,0.08,0.08,NA,160,0.24906600249066,tow net,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-06-28,GASSTY,0.08,0.08,0.08,NA,6,0.25,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,GASSTY,0.08,0.08,0.1,NA,41,1.7083333333333333,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.buoy.c0,2017-06-28,KERGRA,0.16,0.15,0.18,NA,4800,7.471980074719801,tow net,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-06-28,KERGRA,0.16,0.15,0.18,NA,94,3.9166666666666665,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,KERGRA,0.16,0.15,0.18,NA,72,3,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.buoy.c0,2017-06-28,KERTAU,0.15,0.15,0.15,NA,29120,45.33001245330013,tow net,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-06-28,KERTAU,0.15,0.15,0.15,NA,545,22.708333333333332,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,KERTAU,0.15,0.15,0.15,NA,923,38.458333333333336,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-06-28,LECMIR,0.11,0.1,0.13,NA,6,0.25,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-06-28,LECSP1,0.13,0.13,0.13,NA,143,5.958333333333333,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,LECSP1,0.1,0.1,0.13,NA,328,13.666666666666666,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,LEPSP32,0.13,0.13,0.13,NA,10,0.4166666666666667,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-06-28,MONBUL,0.11,0.1,0.13,NA,17,0.7083333333333334,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,MONBUL,0.1,0.1,0.13,NA,133,5.541666666666667,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,MONQUA,0.1,0.1,0.1,NA,10,0.4166666666666667,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-06-28,MONSP9,0.1,0.1,0.1,NA,17,0.7083333333333334,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,MONSP9,0.11,0.1,0.13,NA,256,10.666666666666666,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.buoy.c0,2017-06-28,PLOLEN,0.13,0.1,0.15,NA,960,1.49439601494396,tow net,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-06-28,PLOLEN,0.13,0.13,0.13,NA,6,0.25,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,PLOLEN,0.13,0.13,0.13,NA,10,0.4166666666666667,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,SKIMIS,0.88,0.85,0.9,NA,31,1.2916666666666667,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.buoy.c0,2017-06-28,SYNSP8,0.11,0.1,0.15,NA,7200,11.207970112079702,tow net,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-06-28,SYNSP8,0.16,0.15,0.18,NA,17,0.7083333333333334,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,SYNSP8,0.11,0.1,0.13,NA,133,5.541666666666667,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,TRISIM,0.18,0.18,0.2,0.08,10,0.4166666666666667,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.buoy.c0,2017-06-28,TRISP31,0.19,0.18,0.23,0.08,4960,7.721046077210461,tow net,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-06-28,TRISP31,0.19,0.18,0.23,0.08,127,5.291666666666667,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,TRISP31,0.15,0.15,0.15,0.05,92,3.8333333333333335,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-06-28,TROPRA1,0.39,0.38,0.4,NA,17,0.7083333333333334,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral2,2017-06-28,TROPRA1,0.38,0.33,0.43,NA,144,6,Schindler-Patalas,lake,2017,6,30.298852081723346,same_month_all_years
BARC,BARC.AOS.littoral1,2017-10-31,ALOSP2,0.23,0.23,0.23,NA,12,0.3333333333333333,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.buoy.c0,2017-10-31,ARCFLO,0.94,0.93,0.95,NA,630,0.7491438356164383,tow net,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral1,2017-10-31,ASCECA,0.08,0.08,0.08,NA,12,0.3333333333333333,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral2,2017-10-31,ASCECA,0.1,0.1,0.1,NA,60,1.6666666666666667,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.buoy.c0,2017-10-31,CALSP1,0.52,0.3,0.73,NA,5040,5.993150684931506,tow net,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral2,2017-10-31,CALSP1,0.6,0.33,0.78,NA,260,7.222222222222222,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral1,2017-10-31,CEPSP5,0.13,0.13,0.13,NA,12,0.3333333333333333,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral1,2017-10-31,CHYSP,0.25,0.25,0.25,NA,12,0.3333333333333333,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral2,2017-10-31,CHYSP,0.28,0.25,0.35,NA,120,3.3333333333333335,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral1,2017-10-31,CHYSPH,0.23,0.23,0.23,NA,12,0.3333333333333333,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.buoy.c0,2017-10-31,CONSP8,0.1,0.1,0.1,0.08,3360,3.9954337899543377,tow net,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral1,2017-10-31,CONSP8,0.1,0.1,0.1,0.08,504,14,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral2,2017-10-31,CONSP8,0.1,0.1,0.1,0.08,440,12.22222222222222,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.buoy.c0,2017-10-31,CONUNI,0.08,0.08,0.08,0.05,13860,16.481164383561644,tow net,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral1,2017-10-31,CONUNI,0.08,0.08,0.08,0.05,288,8,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral2,2017-10-31,CONUNI,0.08,0.08,0.08,0.05,140,3.888888888888889,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.buoy.c0,2017-10-31,CYCSP,0.73,0.7,0.75,NA,420,0.4994292237442922,tow net,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral1,2017-10-31,CYCSP,0.38,0.23,0.6,NA,72,2,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral2,2017-10-31,CYCSP,0.25,0.25,0.25,NA,140,3.888888888888889,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.buoy.c0,2017-10-31,DIASP10,0.49,0.3,0.8,NA,3570,4.245148401826484,tow net,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral1,2017-10-31,DIASP10,0.51,0.3,0.7,NA,48,1.3333333333333333,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral2,2017-10-31,DIASP10,0.38,0.38,0.38,NA,20,0.5555555555555556,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.buoy.c0,2017-10-31,EUBTUB,0.4,0.4,0.4,NA,210,0.2497146118721461,tow net,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral1,2017-10-31,EUBTUB,0.25,0.25,0.25,NA,24,0.6666666666666666,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral2,2017-10-31,EUBTUB,0.32,0.23,0.38,NA,440,12.22222222222222,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral2,2017-10-31,EUCSP7,0.35,0.33,0.38,NA,40,1.1111111111111112,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.buoy.c0,2017-10-31,GASSTY,0.08,0.08,0.08,NA,3990,4.744577625570776,tow net,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral1,2017-10-31,GASSTY,0.08,0.08,0.08,NA,456,12.666666666666666,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral2,2017-10-31,GASSTY,0.08,0.08,0.08,NA,760,21.11111111111111,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.buoy.c0,2017-10-31,HEXMIR,0.13,0.13,0.13,NA,1050,1.2485730593607305,tow net,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral1,2017-10-31,ILYSP5,0.43,0.4,0.45,NA,24,0.6666666666666666,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral2,2017-10-31,ILYSP5,0.33,0.28,0.38,NA,40,1.1111111111111112,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.buoy.c0,2017-10-31,KERGRA,0.17,0.15,0.18,NA,17640,20.976027397260275,tow net,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral1,2017-10-31,KERGRA,0.17,0.15,0.18,NA,516,14.333333333333334,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral2,2017-10-31,KERGRA,0.17,0.15,0.18,NA,660,18.333333333333332,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral2,2017-10-31,KERTAU,0.18,0.18,0.18,NA,20,0.5555555555555556,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.buoy.c0,2017-10-31,LECMIR,0.18,0.18,0.2,NA,630,0.7491438356164383,tow net,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral1,2017-10-31,LECMIR,0.18,0.18,0.18,NA,72,2,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
BARC,BARC.AOS.littoral2,2017-10-31,LECMIR,0.18,0.18,0.18,NA,60,1.6666666666666667,Schindler-Patalas,lake,2017,10,27.174624084877603,exact_month_year
