siteID,horizontalPosition,verticalPosition,date,max_DO_sat,mean_DO_sat,min_DO_sat
BARC,103,100,2021-11-03,82.63,76.65118055555556,70.57
BARC,103,100,2021-11-04,80.37,76.4089236111111,74.14
BARC,103,100,2021-11-05,77.95,75.4284375,71.12
BARC,103,100,2021-11-06,82.08,79.25322916666667,77.42
BARC,103,100,2021-11-07,85.48,82.28371527777777,81.09
BARC,103,100,2021-11-08,86.78,83.46472222222222,80.91
BARC,103,100,2021-11-09,88.12,84.12027777777777,80.94
BARC,103,100,2021-11-10,88.83,86.798125,84.26
BARC,103,100,2021-11-11,91.45,88.37381944444445,85.76
BARC,103,100,2021-11-12,91.1,89.30253472222222,85.75
BARC,103,100,2021-11-13,91.24,88.46253472222222,85.15
BARC,103,100,2021-11-14,88.79,85.40611111111112,82.27
BARC,103,100,2021-11-15,90.33,84.48433691756273,81.32
BARC,103,100,2021-11-16,88.67,85.52555555555556,82.25
BARC,103,100,2021-11-17,90.66,86.69302083333334,82.66
BARC,103,100,2021-11-18,92.24,88.84930555555556,84.06
BARC,103,100,2021-11-19,92.3,90.22607638888888,87.65
BARC,103,100,2021-11-20,91.25,89.26958333333333,86.14
BARC,103,100,2021-11-21,93.38,89.63972222222222,85.04
BARC,103,100,2021-11-22,93.87,91.78668989547039,89.33
BARC,103,100,2021-11-23,92.27,89.9350174216028,88.36
BARC,103,100,2021-11-24,91.69,89.34909722222223,87.52
BARC,103,100,2021-11-25,92.2,89.53735191637631,86.98
BARC,103,100,2021-11-26,91.58,89.26020833333334,86.49
BARC,103,100,2021-11-27,89.88,87.41313588850174,85.16
BARC,103,100,2021-11-28,88.42,86.5791637630662,84.71
BARC,103,100,2021-11-29,89.34,86.35808362369337,84.21
BARC,103,100,2021-11-30,88.96,86.631393728223,83.83
BARC,103,100,2021-12-01,89.15,86.37680555555555,83.68
BARC,103,100,2021-12-02,90.65,87.66305555555556,84.33
BARC,103,100,2021-12-03,90.56,88.03111111111112,84.51
BARC,103,100,2021-12-04,90.15,88.43675958188153,86.81
BARC,103,100,2021-12-05,90.74,88.01327526132404,85.66
BARC,103,100,2021-12-06,91.26,89.30649305555555,86.41
BARC,103,100,2021-12-07,93.04,90.81529616724738,89.39
BARC,103,100,2021-12-08,94.5,92.36668989547039,90.78
BARC,103,100,2021-12-09,94.89,93.21190972222222,91.3
BARC,103,100,2021-12-10,95.19,93.0011149825784,90.93
BARC,103,100,2021-12-11,98.26,94.27649305555556,91.64
BARC,103,100,2021-12-12,97.76,95.50871080139373,93.2
BARC,103,100,2021-12-13,95.47,93.34302083333333,91.33
BARC,103,100,2021-12-14,95.19,93.72434027777778,91.66
BARC,103,100,2021-12-15,95.42,93.89027777777778,91.65
BARC,103,100,2021-12-16,95.04,94.44760416666666,93.2
BARC,103,100,2021-12-19,95.88,94.09565371024735,90.1
BARC,103,100,2021-12-20,95.52,91.17694444444444,87.79
BARC,103,100,2021-12-21,90.47,86.78940972222222,84.58
BARC,103,100,2021-12-22,86.08,84.34864583333334,83.21
BARC,103,100,2021-12-23,86.55,84.31246527777778,82.85
BARC,103,100,2021-12-24,87.16,84.80253472222222,83.06
BARC,103,100,2021-12-25,87.52,85.43722222222222,81.06
BARC,103,100,2021-12-26,89.32,87.04725694444444,84.83
BARC,103,100,2021-12-27,90.37,88.27444444444444,86.32
BARC,103,100,2021-12-28,90.3,87.76142361111111,84.78
BARC,103,100,2021-12-29,91.02,89.05638888888889,85.34
BARC,103,100,2021-12-30,92.57,90.26520833333333,88.55
BARC,103,100,2021-12-31,95.72,92.81479166666666,90.61
BARC,103,100,2022-01-01,95.38,93.90670138888889,92.45
BARC,103,100,2022-01-02,95.02,92.45006944444444,90.16
BARC,103,100,2022-01-03,93.48,90.58930555555555,88.68
BARC,103,100,2022-01-04,91.2,87.9973263888889,85.74
BARC,103,100,2022-01-05,88.3,86.28767361111112,84.66
BARC,103,100,2022-01-06,87.74,85.33316831683169,83.36
BARC,103,100,2022-01-07,87.72,86.17159010600707,84.65
BARC,103,100,2022-01-08,88.93,85.98468749999999,84.16
BARC,103,100,2022-01-09,90.36,87.79038194444445,85.21
BARC,103,100,2022-01-10,92,89.89913194444445,88.25
BARC,103,100,2022-01-11,91.13,88.05559027777778,85.58
BARC,103,100,2022-01-12,89.2,87.77220588235294,86.78
BARC,103,100,2022-01-13,90.36,88.17972222222222,86.49
BARC,103,100,2022-01-14,90.13,88.0325,86.66
BARC,103,100,2022-01-15,90.23,87.7578125,85.99
BARC,103,100,2022-01-16,90.7,88.47409722222223,86.8
BARC,103,100,2022-01-17,91.07,89.78135416666667,88.73
BARC,103,100,2022-01-18,91.2,89.96909722222222,88.61
BARC,103,100,2022-01-19,92.52,89.68659722222222,87.84
BARC,103,100,2022-01-20,93.29,91.23579861111111,89.29
BARC,103,100,2022-01-21,94.14,92.74719298245614,91.87
BARC,103,100,2022-01-22,92.05,90.23506944444445,88.21
BARC,103,100,2022-01-23,89.91,89.00385416666667,88.27
BARC,103,100,2022-01-24,90.04,88.59416666666667,87.57
BARC,103,100,2022-01-25,89.87,88.99700729927008,87.89
BARC,103,100,2022-01-26,90.08,88.91716981132076,88.47
BARC,103,100,2022-01-27,92.07,89.83413194444445,89.15
BARC,103,100,2022-01-28,92.47,91.25611111111111,90.48
BARC,103,100,2022-01-29,93.22,91.72840277777777,90.93
BARC,103,100,2022-01-30,93.28,91.95552083333334,89.52
BARC,103,100,2022-01-31,94.74,92.18611111111112,90.68
BARC,103,100,2022-02-01,95.55,93.63652631578947,91.86
BARC,103,100,2022-02-02,97.45,94.49676579925651,93.04
BARC,103,100,2022-02-03,99.55,96.59413194444444,94.84
BARC,103,100,2022-02-04,101.97,99.27232638888889,97.64
BARC,103,100,2022-02-05,101.8,100.29578014184398,99.14
BARC,103,100,2022-02-06,99.16,97.85357638888888,96.56
BARC,103,100,2022-02-07,97.12,96.1978125,95.68
BARC,103,100,2022-02-08,96.09,94.53265486725664,93.35
BARC,103,100,2022-02-09,94.77,92.9917667844523,91.58
BARC,103,100,2022-02-10,95.97,93.62128472222223,92.18
BARC,103,100,2022-02-11,97.41,94.26319444444444,91.79
BARC,103,100,2022-02-12,97.01,95.1667361111111,93.88
BARC,103,100,2022-02-13,99.42,97.00354166666666,95.42
BARC,103,100,2022-02-14,98.92,95.86777777777777,93.9
BARC,103,100,2022-02-15,96.71,95.28524305555555,94
BARC,103,100,2022-02-16,98.51,96.07881944444445,93.86
BARC,103,100,2022-02-17,101.1,98.76305555555555,97.51
BARC,103,100,2022-02-18,102.48,100.89930555555556,99.97
BARC,103,100,2022-02-19,102.45,101.21392361111111,100.15
BARC,103,100,2022-02-20,100.77,99.30927083333333,97.84
BARC,103,100,2022-02-21,101.7,99.64913194444445,98.09
BARC,103,100,2022-02-22,103.94,100.69430555555556,98.84
BARC,103,100,2022-02-23,103.43,101.47777777777777,99.94
BARC,103,100,2022-02-24,103.26,100.970625,98.06
BARC,103,100,2022-02-25,103.91,101.59559440559441,93.87
BARC,103,100,2022-02-26,103,100.45631578947368,98.18
BARC,103,100,2022-02-27,101.85,100.18788194444444,97.63
BARC,103,100,2022-02-28,100.94,98.52177083333333,97.49
BARC,103,100,2022-03-01,99.35,97.76059027777778,96.36
BARC,103,100,2022-03-02,99.12,96.47870175438597,94.45
BARC,103,100,2022-03-03,98.45,95.97590277777778,93.91
BARC,103,100,2022-03-04,99.19,96.17409722222222,92.93
BARC,103,100,2022-03-05,98.25,97.03666666666666,95.44
BARC,103,100,2022-03-06,100.69,100.28947368421052,99.98
BARC,103,100,2022-03-07,100.78,98.87620567375886,94.59
BARC,103,100,2022-03-08,101.27,99.07277777777777,95.45
BARC,103,100,2022-03-09,99.66,98.67565972222222,95.48
BARC,103,100,2022-03-10,99.26,97.69072916666667,96.67
BARC,103,100,2022-03-11,97.25,96.15211805555556,94.55
BARC,103,100,2022-03-12,95.53,91.73291228070175,89.07
BARC,103,100,2022-03-13,91.15,88.75493055555556,86.19
BARC,103,100,2022-03-14,92.52,88.71923611111112,86.13
BARC,103,100,2022-03-15,92.44,91.05655052264808,88.78
BARC,103,100,2022-03-16,94.06,91.22694444444444,89.1
BARC,103,100,2022-03-17,96.06,93.38727611940298,90.85
BARC,103,100,2022-03-18,97.58,94.51121527777778,91.2
BARC,103,100,2022-03-19,97.52,95.32017361111112,93.65
BARC,103,100,2022-03-20,97.48,95.90503472222223,93.99
BARC,103,100,2022-03-21,97.1,95.14724324324324,93.15
BARC,103,100,2022-03-23,95.01,94.53119047619047,93.82
BARC,103,100,2022-03-24,94.65,93.98614545454545,93.33
BARC,103,100,2022-03-25,93.55,92.17269784172662,90.57
BARC,103,100,2022-03-26,92.74,89.89906474820144,87.52
BARC,103,100,2022-03-27,92.53,88.72739130434783,85.27
BARC,103,100,2022-03-28,93.91,90.00108771929824,87.81
BARC,103,100,2022-03-29,95.14,93.07081560283687,91.59
BARC,103,100,2022-03-30,96.43,94.13381625441696,92.16
BARC,103,100,2022-03-31,95.97,93.9274368231047,92.56
BARC,103,100,2022-04-01,95.43,91.90509090909092,90.38
BARC,103,100,2022-04-02,93.85,92.14398550724637,90.58
BARC,103,100,2022-04-03,90.99,88.39116363636363,84.74
BARC,103,100,2022-04-04,93.62,89.16886925795053,85.61
BARC,103,100,2022-04-05,95.63,93.09937198067632,90.43
BARC,103,100,2022-04-06,96.32,94.79004219409283,93.45
BARC,103,100,2022-04-07,96.41,94.82836805555556,93.74
BARC,103,100,2022-04-08,96.35,93.6407264957265,91.97
BARC,103,100,2022-04-09,93.15,88.39183006535947,86.07
BARC,103,100,2022-04-10,91.69,88.27798701298701,85.45
BARC,103,100,2022-04-11,91.61,88.21926380368099,83.66
BARC,103,100,2022-04-12,90.9,87.47418181818182,82.9
BARC,103,100,2022-04-13,95.83,91.81177489177489,84.34
BARC,103,100,2022-04-14,95.7,94.39152671755726,92.92
BARC,103,100,2022-04-15,96.49,94.81655813953489,92.39
BARC,103,100,2022-04-16,97.78,95.18092485549133,93.42
BARC,103,100,2022-04-17,98.11,96.36254716981132,94.54
BARC,103,100,2022-04-18,96.88,94.94907692307693,93.51
BARC,103,100,2022-04-19,95.73,93.08573333333334,90.16
BARC,103,100,2022-04-20,93.3,91.26941176470588,89.45
BARC,103,100,2022-04-21,92.79,90.00773684210526,86.65
BARC,103,100,2022-04-22,91.82,88.5638725490196,82.55
BARC,103,100,2022-04-23,92.22,89.32454545454546,85.57
BARC,103,100,2022-04-24,93.89,91.18765,88.3
BARC,103,100,2022-04-25,94.59,92.31046632124352,89.67
BARC,103,100,2022-04-26,98.19,93.83849246231156,91
BARC,103,100,2022-04-27,99.2,95.50341836734694,93.39
BARC,103,100,2022-04-28,96.04,94.69185430463577,93.5
BARC,103,100,2022-04-29,96.23,93.04655172413793,90.61
BARC,103,100,2022-04-30,93.71,88.95866242038217,85.5
BARC,103,100,2022-05-01,92.05,88.78308510638298,86.18
BARC,103,100,2022-05-02,93.56,90.68681318681318,88.16
BARC,103,100,2022-05-03,98.11,93.88438848920863,90.39
BARC,103,100,2022-09-23,88.76,87.117,85.46
BARC,103,100,2022-09-24,87.39,83.72850694444445,77.94
BARC,103,100,2022-09-25,86.85,82.38940972222223,76.35
BARC,103,100,2022-09-26,88.13,83.60378472222222,79.38
BARC,103,100,2022-09-27,91.12,87.20167247386759,84.29
BARC,103,100,2022-09-28,85.54,80.67635416666667,78.43
BARC,103,100,2022-09-29,81.34,79.49454861111111,78.34
BARC,103,100,2022-09-30,85.16,81.2922807017544,78.72
BARC,103,100,2022-10-01,87.39,83.37729166666666,80
BARC,103,100,2022-10-02,89.15,85.40347222222222,82.26
BARC,103,100,2022-10-03,90.71,86.67409722222222,82.71
BARC,103,100,2022-10-04,88.4,85.334375,83.5
BARC,103,100,2022-10-05,90.67,86.18104166666667,82.85
BARC,103,100,2022-10-06,90.91,86.56104166666667,81.66
BARC,103,100,2022-10-07,90.61,87.01586805555556,83.44
BARC,103,100,2022-10-08,92.66,88.50142361111111,84.54
BARC,103,100,2022-10-09,92.01,89.08100694444444,84.15
BARC,103,100,2022-10-10,93.34,89.82761403508772,85.92
BARC,103,100,2022-10-11,95.11,90.88618055555555,87.65
BARC,103,100,2022-10-12,95.19,92.49902777777778,90.25
BARC,103,100,2022-10-13,95.81,92.91472222222222,90.37
BARC,103,100,2022-10-14,95.26,91.43798611111112,88.79
BARC,103,100,2022-10-15,92.54,89.12652777777778,85.29
BARC,103,100,2022-10-16,91.01,87.19673611111111,83.29
BARC,103,100,2022-10-17,91.58,88.08486111111111,84.94
BARC,103,100,2022-10-18,91.13,87.2629861111111,83.48
BARC,103,100,2022-10-19,87.59,85.72848920863309,84
BARC,103,100,2022-10-20,86.01,83.62239583333333,80.68
BARC,103,100,2022-10-21,85.83,83.16163194444444,78.56
BARC,103,100,2022-10-22,87.21,83.60173611111111,80.73
BARC,103,100,2022-10-23,90.1,85.0840625,81.79
BARC,103,100,2022-10-24,90.69,86.85284722222222,84.35
BARC,103,100,2022-10-25,90.11,87.04287719298246,83.81
BARC,103,100,2022-10-26,91.82,87.82944444444445,85.37
BARC,103,100,2022-10-27,93.39,90.50506944444444,87.93
BARC,103,100,2022-10-28,94.4,92.33020833333333,90.22
BARC,103,100,2022-10-29,93.27,90.06503472222222,87.98
BARC,103,100,2022-10-30,91,87.05576388888889,83.75
BARC,103,100,2022-10-31,90.29,87.69378472222222,84.79
BARC,103,100,2022-11-01,93.87,88.32822916666666,84.76
BARC,103,100,2022-11-02,96.35,91.45895833333333,87.74
BARC,103,100,2022-11-03,96.54,93.54305555555555,91.21
BARC,103,100,2022-11-04,94.25,91.2946875,89.43
BARC,103,100,2022-11-05,93.33,90.3338888888889,87.4
BARC,103,100,2022-11-06,94.48,91.70628472222222,89.32
BARC,103,100,2022-11-07,93.21,91.23868055555556,89.31
BARC,103,100,2022-11-08,91.64,88.61340277777778,85.73
BARC,103,100,2022-11-09,90.64,88.60871527777778,87.25
BARC,103,100,2022-11-10,89.34,88.26898550724637,87.19
BARC,103,100,2022-11-11,92.33,89.06747368421053,87.44
BARC,103,100,2022-11-12,93.71,90.714375,88.46
BARC,103,100,2022-11-13,94.27,90.2140625,86.89
BARC,103,100,2022-11-14,89.89,87.61826388888889,85.62
BARC,103,100,2022-11-15,89.82,87.37684410646388,83.77
BARC,103,100,2022-11-16,89.41,87.55132404181185,86.28
BARC,103,100,2022-11-17,87.81,86.4101736111111,85.03
BARC,103,100,2022-11-18,88.06,86.19784722222222,85
BARC,103,100,2022-11-19,86.93,85.64240418118467,84.38
BARC,103,100,2022-11-20,86.4,85.35736111111112,84.65
BARC,103,100,2022-11-21,87.65,84.712,83.1
BARC,103,100,2022-11-22,88.55,87.64670138888889,86.12
BARC,103,100,2022-11-23,89.25,87.29128472222222,85.03
BARC,103,100,2022-11-24,94,90.575625,88.85
BARC,103,100,2022-11-25,96.78,92.84923611111111,89.71
BARC,103,100,2022-11-26,96.97,92.51046153846154,80.75
BARC,103,100,2022-11-27,96.96,93.93636363636364,88.96
BARC,103,100,2022-11-28,95.82,93.47519083969466,91.18
BARC,103,100,2022-11-29,95,92.65283870967743,89.62
BARC,103,100,2022-11-30,95.66,95.11762711864407,93.82
BARC,103,100,2022-12-01,94.98,93.1253125,91.16
BARC,103,100,2022-12-02,95.35,92.69111111111111,90.7
BARC,103,100,2022-12-03,95.74,93.44409722222223,91.41
BARC,103,100,2022-12-04,95.15,92.82559027777778,90.02
BARC,103,100,2022-12-05,96.63,94.41298611111111,93.26
BARC,103,100,2022-12-06,97.02,95.63069444444444,93.06
BARC,103,100,2022-12-07,98.53,96.7688888888889,94.75
BARC,103,100,2022-12-08,98.1,96.63034722222223,93.69
BARC,103,100,2022-12-09,98.78,96.55350694444445,94.08
BARC,103,100,2022-12-10,98.9,96.42604166666666,94.35
BARC,103,100,2022-12-11,97.44,95.29097222222222,92.3
BARC,103,100,2022-12-12,93.17,91.36732638888888,88.17
BARC,103,100,2022-12-13,93.69,91.20199275362319,89.02
BARC,103,100,2022-12-14,93.38,90.80925925925926,88.82
BARC,103,100,2022-12-19,92.35,90.43647826086956,88.7
BARC,103,100,2022-12-20,92.55,91.15024305555555,90.18
BARC,103,100,2022-12-21,92.58,91.30704861111111,90.52
BARC,103,100,2022-12-22,92.61,91.75774305555555,90.82
BARC,103,100,2022-12-23,94.94,91.9940625,90.78
BARC,103,100,2022-12-24,95.08,93.98611111111111,92.91
BARC,103,100,2022-12-25,95.43,94.4808041958042,93.65
BARC,103,100,2022-12-26,95.31,94.28163865546219,93.29
BARC,103,100,2022-12-27,96.12,94.37517361111111,93.23
BARC,103,100,2022-12-28,98.18,95.331875,94.02
BARC,103,100,2022-12-29,100.54,97.25666666666666,95.45
BARC,103,100,2022-12-30,102.01,100.10496527777778,98.7
BARC,103,100,2022-12-31,104.2,99.75122222222222,88.08
BARC,103,100,2023-01-01,102.56,97.82982517482517,89.42
BARC,103,100,2023-01-02,103.34,98.29350877192982,92.37
BARC,103,100,2023-01-03,108.86,101.60866666666666,93.59
BARC,103,100,2023-01-04,109.69,104.5300354609929,96.31
BARC,103,100,2023-01-05,108.42,105.72760714285714,101.39
BARC,103,100,2023-01-06,107.93,103.86690972222222,101.47
BARC,103,100,2023-01-07,104.07,102.01565972222222,100.14
BARC,103,100,2023-01-08,102.62,100.69409722222223,98.94
BARC,103,100,2023-01-09,104.65,102.29857638888889,100.67
BARC,103,100,2023-01-10,104.66,102.04565972222223,100.12
BARC,103,100,2023-01-11,102.71,100.794375,98.38
BARC,103,100,2023-01-12,102.97,100.90649305555556,98.81
BARC,103,100,2023-01-13,104.08,102.47395833333333,101.59
BARC,103,100,2023-01-14,103.83,101.68694444444445,100.33
BARC,103,100,2023-01-15,102.16,100.81767361111112,99.34
BARC,103,100,2023-01-16,103.01,100.54309027777778,98.68
BARC,103,100,2023-01-17,102.92,100.55572916666667,98.16
BARC,103,100,2023-01-18,106.2,102.38045138888889,99.71
BARC,103,100,2023-01-19,107.01,104.41368055555556,102.11
BARC,103,100,2023-01-20,110.05,107.1932638888889,105.8
BARC,103,100,2023-01-21,109.05,106.56969811320755,105.02
BARC,103,100,2023-01-22,107.03,105.21888888888888,103.71
BARC,103,100,2023-01-23,107.77,106.11996527777778,105.19
BARC,103,100,2023-01-24,107.17,105.69246428571428,104.03
BARC,103,100,2023-01-25,108.08,106.48760416666667,105.25
BARC,103,100,2023-01-26,107.95,106.90465277777778,105.93
BARC,103,100,2023-01-27,107.4,105.62868055555556,104.29
BARC,103,100,2023-01-28,105.8,103.65177083333333,101.51
BARC,103,100,2023-01-29,106.06,103.99847222222222,102
BARC,103,100,2023-01-30,111.26,106.81423611111111,104.81
BARC,103,100,2023-01-31,110.71,108.7311111111111,106.74
BARC,103,100,2023-02-01,112.92,109.01364583333333,106.8
BARC,103,100,2023-02-02,111.65,109.31951388888889,106.07
BARC,103,100,2023-02-03,110.49,107.958125,103.03
BARC,103,100,2023-02-04,105.98,104.65600694444444,103.42
BARC,103,100,2023-02-05,106.48,104.69788194444445,102.38
BARC,103,100,2023-02-06,107.26,104.805,102.33
BARC,103,100,2023-02-07,107.33,104.44291666666666,101.58
BARC,103,100,2023-02-08,108.44,105.205,102.82
BARC,103,100,2023-02-09,107.84,106.27975694444444,104.01
BARC,103,100,2023-02-10,110.24,107.51846153846154,105.73
BARC,103,100,2023-02-11,109.45,107.64413194444444,106.18
BARC,103,100,2023-02-12,108.13,104.83340277777778,103.35
BARC,103,100,2023-02-13,104.2,102.82861111111112,101.02
BARC,103,100,2023-02-23,110.23,104.70607547169811,97.51
BARC,103,100,2023-02-24,100.91,99.2467361111111,97.8
BARC,103,100,2023-02-25,100.83,99.24163194444445,97.34
BARC,103,100,2023-02-26,100.39,96.99524305555556,93.68
BARC,103,100,2023-02-27,98.64,95.95875,93.69
BARC,103,100,2023-02-28,97.8,96.40225694444445,95.44
BARC,103,100,2023-03-01,98.03,96.70635416666667,94.86
BARC,103,100,2023-03-02,97.89,95.55930555555555,93.42
BARC,103,100,2023-03-03,96.61,94.14225694444444,92.35
BARC,103,100,2023-03-04,95.68,94.68253472222223,94.01
BARC,103,100,2023-03-05,95.89,94.138125,92.59
BARC,103,100,2023-03-06,96.03,94.30123636363636,91.72
BARC,103,100,2023-03-07,97.1,94.95302083333333,93.24
BARC,103,100,2023-03-08,97.35,94.6739236111111,92.94
BARC,103,100,2023-03-09,95.41,93.46229166666667,91.72
BARC,103,100,2023-03-10,94.82,91.9557986111111,89.81
BARC,103,100,2023-03-11,94.22,92.42795138888889,91.29
BARC,103,100,2023-03-12,94.21,92.15784722222222,90.3
BARC,103,100,2023-03-13,94.46,93.35225694444445,92.42
BARC,103,100,2023-03-14,93.02,89.85965277777778,86.98
BARC,103,100,2023-03-15,90.91,88.59034722222222,86.8
BARC,103,100,2023-03-16,90.48,87.93649305555556,84.1
BARC,103,100,2023-03-17,93.06,89.22416666666666,86.71
BARC,103,100,2023-03-18,92.67,91.1060763888889,89.94
BARC,103,100,2023-03-19,90.14,87.69208333333333,85.56
BARC,103,100,2023-03-20,90.53,87.62434027777778,86.27
BARC,103,100,2023-03-21,91.07,88.67166666666667,86.82
BARC,103,100,2023-03-22,93.82,90.32475694444445,88.03
BARC,103,100,2023-03-23,95.87,92.90711805555556,90.39
BARC,103,100,2023-03-24,99.8,94.96704861111111,91.95
BARC,103,100,2023-03-25,98.85,96.6434375,94.4
BARC,103,100,2023-03-26,99.26,97.35357638888888,95.09
BARC,103,100,2023-03-27,99.73,97.68918149466192,94.94
BARC,103,100,2023-03-28,99.7,98.18708333333333,96.96
BARC,103,100,2023-03-29,97.67,96.04038194444445,94.45
BARC,103,100,2023-03-30,97.25,95.11133828996283,93.47
BARC,103,100,2023-03-31,97.6,95.51819444444445,93.51
BARC,103,100,2023-04-01,98.72,96.45459649122807,94.21
BARC,103,100,2023-04-02,99.3,97.45201388888889,95.87
BARC,103,100,2023-04-03,99.59,97.44430555555556,95.41
BARC,103,100,2023-04-04,98.76,95.66034351145038,92.31
BARC,103,100,2023-04-05,97.3,95.14181184668989,93.58
BARC,103,100,2023-04-06,96.6,95.18283950617284,93.87
BARC,103,100,2023-04-10,91.38,88.91602888086642,87.55
BARC,103,100,2023-04-11,91.41,88.61041666666667,87.26
BARC,103,100,2023-04-12,91.62,89.08184027777777,87.19
BARC,103,100,2023-04-13,91.91,89.65635416666667,88.02
BARC,103,100,2023-04-14,94.05,91.19520833333333,89.25
BARC,103,100,2023-04-15,96.58,93.34711805555555,90.74
BARC,103,100,2023-04-16,96.43,93.8789236111111,91.62
BARC,103,100,2023-04-17,95.73,93.99184027777778,92.56
BARC,103,100,2023-04-18,95.27,92.66881944444444,88.67
BARC,103,100,2023-04-19,93.68,91.33184027777777,88.69
BARC,103,100,2023-04-20,94.21,91.29164874551971,88.67
BARC,103,100,2023-04-21,94.61,92.295625,89.59
BARC,103,100,2023-04-22,95.83,93.2609375,91.18
BARC,103,100,2023-04-23,95.27,92.9810763888889,91.01
BARC,103,100,2023-04-24,94.97,92.56229166666667,90.97
BARC,103,100,2023-04-25,92.83,90.75166666666667,88.4
BARC,103,100,2023-04-26,93.48,90.8525,87.56
BARC,103,100,2023-04-27,93.58,92.14440972222222,90.06
BARC,103,100,2023-04-28,92.99,90.41944444444444,86.34
BARC,103,100,2023-04-29,93.32,91.87163194444445,90.06
BARC,103,100,2023-04-30,92.74,89.96128472222222,87.23
BARC,103,100,2023-05-01,93.36,90.08923913043478,87.89
BARC,103,100,2023-05-02,93.83,91.39496527777777,89.45
BARC,103,100,2023-05-03,93.84,91.65920138888889,89.35
BARC,103,100,2023-05-04,94.06,91.68638888888889,88.86
BARC,103,100,2023-05-05,95.11,92.02802083333333,88.89
BARC,103,100,2023-05-06,94.77,92.12732638888889,89.7
BARC,103,100,2023-05-07,93.96,91.3067361111111,87.59
BARC,103,100,2023-05-08,94.65,90.5021875,88.27
BARC,103,100,2023-05-09,95.92,91.60208333333334,88.24
BARC,103,100,2023-05-10,97.31,94.57305555555556,92.73
BARC,103,100,2023-05-11,96.64,94.73527777777778,93.56
BARC,103,100,2023-05-12,96.18,94.35270833333334,91.43
BARC,103,100,2023-05-13,96.02,94.17461805555556,92.6
BARC,103,100,2023-05-14,97.57,93.45458333333333,90.09
BARC,103,100,2023-05-15,96.92,93.88298611111111,90.29
BARC,103,100,2023-05-16,95.57,92.59371527777778,89.54
BARC,103,100,2023-05-17,95.78,93.03871527777778,90.79
BARC,103,100,2023-05-18,96.53,93.39472527472527,90.21
BARC,103,100,2023-05-19,96.38,92.9186111111111,90.11
BARC,103,100,2023-05-20,98.51,93.59791666666666,90.87
BARC,103,100,2023-05-21,97.29,94.379375,91.68
BARC,103,100,2023-05-22,95.92,92.4622299651568,90.22
BARC,103,100,2023-05-23,92.66,86.90392361111111,83.72
BARC,103,100,2023-05-24,88.6,83.72916666666667,80.6
BARC,103,100,2023-05-25,88.03,84.42159722222222,81.91
BARC,103,100,2023-05-26,87.67,84.29340277777777,82.39
BARC,103,100,2023-05-27,88.29,83.62003472222221,81.36
