taxonID,mean_length_mm,std_dev,min_length,max_length,n_samples,avg_density_per_L
KERTES,0.12154918032786885,0.01651734061474808,0.1,0.153,62,55.26709291819872
POMSP5,0.10850403225806451,0.029647398219393054,0.05,0.2,62,39.1360091059811
CHYSPH,0.27202542372881355,0.07207804819877506,0.18,0.5349999999999999,60,1.6593915064454492
SKIMIS,0.9265666666666666,0.0749478613497674,0.7625,1.2,60,2.813709632838424
BRASP22,0.1368135593220339,0.04932561570521958,0.08,0.3,59,107.23176625378355
KERGRA,0.16758474576271185,0.010421774512335844,0.15,0.18,59,33.617863405531075
LEPSP31,0.9820178571428572,0.2738027983834303,0.101,1.331,56,7.579696884534286
DAPPUL1,1.314,0.3231523069104389,0.53,2.0020000000000002,54,75.18121336820882
LECSP1,0.12386111111111112,0.030145936968740423,0.07,0.2,54,1.1542933339380463
BOSSP1,0.3220588235294118,0.12239761627821122,0.15000000000000002,0.8,51,2.542418156208234
ROTSP,0.15102941176470588,0.13230851868888507,0.08,1,51,66.49821261420036
GASSP6,0.11942708333333334,0.06992822989317628,0.06,0.55,49,2.454123623709672
ASCECA,0.10730208333333334,0.015957969923458756,0.075,0.15,48,6.35583711841355
TESSP2,0.1124468085106383,0.04155761245110753,0.03,0.2,48,6.052471982399871
OSTSP,0.24980851063829787,0.12696364393997278,0.125,0.64,47,0.981816120988374
HEXMIR,0.14122222222222222,0.017794775649162882,0.1,0.1875,45,23.995397442662476
DIATHO,0.9745348837209302,0.12882488092223882,0.76,1.25,43,5.340017167533893
MONSP8,0.11152325581395349,0.04131556167797232,0.06,0.25,43,0.7049734225725198
KELBOS,0.11839285714285715,0.014700479382545829,0.1,0.15,42,1.5969356837772413
ASCSP1,0.126,0.05240620436942803,0.08,0.36,40,5.3658234108571135
CHASP13,5.339097222222223,2.8093579053366944,0.14,10,38,0.6999755053374513
PLOLEN,0.12986842105263158,0.02432151872550767,0.1,0.2,38,2.3915280055785857
POMSUL,0.10506578947368421,0.015922180285236124,0.0895,0.148,38,317.4817251461988
LEPPRI,1.2207837837837838,0.09308348556691079,0.975,1.412,37,0.5780721189342649
DIABIR,0.6719705882352941,0.18603620294368542,0.3,1.06,34,4.979006566161699
ACASP20,0.96603125,0.24178552671204154,0.7,1.625,32,9.661024305555555
PLOSP1,0.11967741935483871,0.026985659273985007,0.0875,0.2,32,5.9111491154589855
LECMIR,0.1365,0.03217452408350433,0.1,0.2,31,0.5360889770324384
KERAME,0.13249999999999998,0.16441510753640276,0.1,1,30,28.50500328226515
TRISIM,0.15346428571428572,0.044526922478393065,0.088,0.3,30,1.1612434301703707
CHYSP,0.27405172413793105,0.06596946599260717,0.1,0.425,29,0.7688684196714428
CONSP9,0.30158620689655175,0.3620790676517038,0.06,2,29,4.311614869193964
MONBUL,0.12610344827586206,0.028120397817225393,0.1,0.175,29,1.836473777274941
FILTER,0.1610892857142857,0.10927471782176544,0.1,0.7115,28,30.650793650793645
HETSEP,2.7334259259259257,0.5263941507979567,0.95,3.312,27,0.1628639744300647
ALOSP2,0.3108,0.1182329092652859,0.2,0.675,25,0.5990070359227996
CYCSP4,1.15122,0.17588011305052842,0.795,1.5354999999999999,25,0.3730857425558219
KELSP1,0.1312,0.025011663945714076,0.09,0.22,25,33.299956073869424
LEPSP32,0.0953125,0.02536036470215062,0.06,0.143,25,0.40418875122185277
FILSP1,0.11565625,0.0384248145380379,0.06,0.20500000000000002,24,20.769666971236692
TRIMUL,0.19614583333333332,0.0482969706419399,0.14,0.33,24,3.0262581898691985
KERHIE,0.11763043478260869,0.011195796077205566,0.1,0.13,23,1.4273667689856195
MACSP4,0.37728260869565217,0.14267117518703284,0.16499999999999998,0.65,23,1.1636349348156974
MONSP9,0.13119565217391305,0.014902515902932437,0.1,0.175,23,2.3254706836079677
MONLUN,0.11829545454545455,0.023570895638734667,0.075,0.15,22,1.386300229689245
NOTSQU,0.11595454545454545,0.025151876333921557,0.013,0.14,22,6.03219696969697
BOSTUB,0.3214285714285714,0.05824823725107174,0.25,0.44999999999999996,21,0.8785500971663343
ACRHAR,0.473375,0.0976273628327848,0.325,0.75,20,0.5280132715186531
EUCSP7,0.2563157894736842,0.09097606683541615,0.11,0.39,20,2.0493055555555553
CYCCOL,1.2331052631578947,0.1668295519840675,1,1.567,19,0.35222963876349145
ASPBRI,0.4806388888888889,0.09087415434602168,0.342,0.6875,18,4.9824499811281235
CERSP19,0.4483888888888889,0.07044074597000273,0.3,0.5549999999999999,18,10.467592592592592
CLASP,0.45308333333333334,0.31268548612830455,0.099,1.568,18,1.0524691358024691
HEXSP6,0.13377777777777777,0.023170862929310355,0.08,0.174,18,9.876219886078054
NOTSP11,0.12294117647058823,0.017682868079850957,0.09,0.15,17,0.6686729216446332
ACAVER,0.97275,0.19712762363504507,0.72,1.3279999999999998,16,8.73009151019104
EUBLON,0.603,0.1570350279396288,0.4,1,15,0.14480773130737082
TRICYL,0.3293333333333333,0.057129760403921925,0.24,0.4,15,3.4627434322886352
ANUSP1,0.08942857142857143,0.037610788725729066,0.05,0.16,14,15.553789986314161
GASHYP,0.09717857142857143,0.014254023916150762,0.075,0.13,14,2.439351744146265
MAXSP,0.3212857142857143,0.027608328095337087,0.28,0.36,14,49.75194213764419
ASCOVA,0.09307692307692308,0.009636835048063747,0.075,0.1,13,1.6168367117431148
CEPSP5,0.1778076923076923,0.04663713580289248,0.1,0.249,13,1.235042735042735
AMPSP1,3.34,3.309259735953042,1,5.68,12,18.20007293252156
BEASP1,0.22375,0.07160894433721886,0.125,0.35,12,0.7488425925925926
CERDUB,0.575875,0.2029474993686791,0.31,0.8615,12,6.250256117550639
NOTSP4,0.21604166666666666,0.05119546248241028,0.125,0.30000000000000004,12,1.0138888888888888
BRAZAH,0.10681818181818181,0.017678055220064128,0.08149999999999999,0.1375,11,36.788510101010104
ACASP1,0.31225,0.09044987869287363,0.2,0.46499999999999997,10,0.8110232993794638
ASPPRI,0.4513888888888889,0.05094591358598951,0.375,0.5,10,2.992366094078423
HESAUG,1.11125,0.07602311417515653,0.9875,1.2125,10,2.356409574468085
HOLSP5,0.6635,0.44487857269646564,0.30500000000000005,1.5950000000000002,10,1.8193035050240145
TRITET,0.1455,0.042586513253741624,0.075,0.2,10,0.40694444444444444
ACAROB1,1.2246666666666668,0.09682974749528164,1,1.3,9,1.1944444444444444
NEOSP68,0.3086111111111111,0.03907347068166726,0.26,0.38,9,12.946776875810361
CHISP2,0.94875,0.37767852921310135,0.58,1.76,8,0.2847222222222222
CHYSP2,0.25125,0.06850443155633906,0.175,0.37,8,1.0210177678377288
EUBHAG,0.2475,0.048916839052182665,0.2,0.32,8,0.7123842592592593
MONQUA,0.12406249999999999,0.029091527362545166,0.08,0.15,8,0.4444444444444445
SIDCRY,0.95875,0.27010249377385825,0.49,1.4,8,0.278285134449518
CAMSP12,0.5357142857142857,0.09880235200593536,0.4,0.7,7,0.11507936507936509
ILYSP5,0.36192857142857143,0.04979326307462735,0.315,0.4335,7,0.6150793650793651
LECLEO,0.15571428571428572,0.04419922429829995,0.08,0.2,7,0.4662698412698413
TRIPOR,0.16428571428571428,0.04045867968563436,0.1,0.2,7,0.18061876444323086
ALOGUT,0.245,0.04460941604639093,0.18,0.3,6,0.3789954337899544
CHASP4,5.306666666666667,3.1828708215487898,2.53,10.97,6,0.3720156052578183
DAPCAT1,1.0933333333333333,0.45248941055749214,0.6,1.8,6,0.05537872683319903
DAPPUL,1.1666666666666667,0.19663841605003501,0.85,1.4,6,14.535539907307648
DICSP1,0.24166666666666667,0.08891943919451285,0.15,0.36,6,3.800925925925926
KERSER,0.12541666666666668,0.022935598240871474,0.09,0.15,6,2.4028952905363057
LECLUN,0.10833333333333334,0.016020819787597226,0.1,0.14,6,0.4480699306612549
PLOTRU,0.12000000000000001,0.04,0.1,0.2,6,0.41766063975228385
PTYSP3,0.1475,0.04378926809162264,0.1,0.2,6,5.49177934172638
ASPHER,0.4605,0.13177158267244118,0.3,0.65,5,0.8368721461187215
CYCSTR,1.142,0.023611437906235173,1.125,1.18,5,0.3907889865352014
DAPLON,1.725,1.0469875834984863,0.889,3.5,5,0.15663854193053905
DAPLON1,1.67,1.1798304963002102,0.5,3.25,5,0.5659096371064648
DIPSP18,0.2175,0.0472691760029726,0.15,0.2625,5,0.875
EURSP6,0.54,0.2631539473388153,0.27,0.88,5,0.40342465753424656
HYDSP12,0.365,0.09041570660012561,0.28,0.505,5,0.1506468797564688
KERTEC,0.0977,0.024288886347463522,0.08,0.1265,5,4.122222222222223
PLAQUA,0.14250000000000002,0.03913118960624632,0.1,0.2,5,0.5333333333333333
PLOTRI,0.1,0,0.1,0.1,5,3.018150684931507
POLPED,0.6075,0.25427593279742383,0.375,1,5,0.9666666666666667
TRIELO,0.25,0.05863019699779287,0.15,0.3,5,0.4762557077625571
TRISP32,0.20700000000000002,0.060373835392494336,0.13,0.29500000000000004,5,3.0747176602167903
ACRSP6,0.27375,0.07454025757937786,0.215,0.38,4,0.46875
BOSCOR,0.78425,0.3023545104674312,0.401,1.111,4,0.3069760685342877
EPISP12,1.26,0.1471393896956216,1.1,1.415,4,0.39954703781758577
HARSP,0.3,0.03307189138830739,0.275,0.3375,4,1.3263888888888888
LECBUL,0.1075,0.014999999999999998,0.09,0.12,4,0.125
SIDSP1,0.63,0.47138094997570706,0.11,1.1,4,0.28692772170151404
SIMSP3,1.01375,0.3438840647660196,0.625,1.4,4,0.20833333333333331
ACAROB,1.0166666666666666,0.14648663192705788,0.85,1.125,3,3.1990740740740744
ALOSP1,0.3275,0.067175144212722,0.28,0.375,3,0.23976407914764078
ASCSAL,0.14166666666666666,0.007216878364870313,0.1375,0.15,3,22.298218337675433
BOSSP,0.2911666666666667,0.01529978213352508,0.2735,0.30000000000000004,3,2.371638762049721
BRACAU,0.13,0,0.13,0.13,3,36.666666666666664
BRARUB,0.14816666666666667,0.005965176722724423,0.14400000000000002,0.155,3,127.22222222222223
CEPGIB,0.13933333333333334,0.008082903768654753,0.132,0.148,3,1.1425672247590055
DISHAM,0.2966666666666667,0.005773502691896231,0.29000000000000004,0.3,3,1.0370370370370372
EUBSP3,0.5833333333333334,0.11503622617824931,0.47,0.7,3,0.7962962962962963
KERTIC,0.1,0,0.1,0.1,3,7.62582716772886
LECLUN2,0.09333333333333334,0.011547005383792516,0.08,0.1,3,0.1552511415525114
LECSTO,0.1,0,0.1,0.1,3,0.3472222222222222
LEPKIN1,3.716666666666667,1.384136313132971,2.25,5,3,0.375
LEPSIC1,1.5203333333333333,0.20396159769263758,1.378,1.754,3,0.5138888888888888
MACSP22,0.30333333333333334,0.051316014394468826,0.26,0.36,3,0.15818958227634028
NOTSP12,0.19733333333333333,0.054049360156558125,0.14200000000000002,0.25,3,3.763888888888889
OXYSP3,0.44999999999999996,0.21213203435596426,0.3,0.6,3,0.4444444444444445
PTYBRA,0.1753333333333333,0.0109696551146029,0.16899999999999998,0.188,3,12.696410451547438
STESP21,0.5433333333333333,0.21356107635365895,0.365,0.78,3,1.013888888888889
TRIPOC,0.15333333333333332,0.04618802153517005,0.1,0.18,3,0.030821917808219173
TYLSP1,0.20666666666666667,0.04725815626252608,0.17,0.26,3,3.0138888888888893
CERRET,0.48750000000000004,0.26516504294495535,0.3,0.675,2,2.9444444444444446
CONSP1,0.14,0.014142135623730944,0.13,0.15,2,0.381468797564688
DAPROS,1.59375,0.11490485194281372,1.5125000000000002,1.6749999999999998,2,0.9024979854955679
DISACU,0.30500000000000005,0.021213203435596406,0.29000000000000004,0.32,2,0.16666666666666669
DISROS,0.30500000000000005,0.007071067811865442,0.30000000000000004,0.31,2,0.10416666666666666
EPILAC,2.475,0.1767766952966369,2.35,2.6,2,0.08799467275494673
EUBSP2,0.125,0.03535533905932737,0.1,0.15,2,0.4166666666666667
EUCELE,1.0375,0.01767766952966378,1.025,1.05,2,2.0833333333333335
FLOSP1,0.25,0.07071067811865474,0.2,0.3,2,0.6875
LECINE,0.125,0,0.125,0.125,2,0.2785813174001749
LECLIG,0.112,NA,0.112,0.112,2,0.2769216133942161
MICSP15,0.6,0,0.6,0.6,2,2.0208333333333335
ORTMOD,0.86875,0.09722718241315026,0.8,0.9375,2,0.14857284558685205
PLAPAT2,0.125,0.007071067811865481,0.12,0.13,2,0.10254946727549466
PLESP7,0.36250000000000004,0.12374368670764581,0.275,0.45,2,1
ROTSP1,0.469,0.0608111831820431,0.426,0.512,2,0.08333333333333333
TARSP,0.275,0.10606601717798211,0.2,0.35,2,0.08333333333333333
TRILON,0.21625,0.005303300858899092,0.21250000000000002,0.22,2,8.288622526636226
AGLLEP,2.541,NA,2.541,2.541,1,1.3888888888888888
BEACRU,0.3,NA,0.3,0.3,1,0.04627915586819696
BRACAL,0.175,NA,0.175,0.175,1,10.6544901065449
BRAVAR,0.12,NA,0.12,0.12,1,0.125
DAPSP2,0.665,NA,0.665,0.665,1,8.333333333333334
DIPPRO,0.188,NA,0.188,0.188,1,0.04517633343048673
EUCAGI,1,NA,1,1,1,0.2916666666666667
EUCSP6,1,NA,1,1,1,0.3333333333333333
GASSP2,0.1,NA,0.1,0.1,1,0.3333333333333333
KERSER1,0.122,NA,0.122,0.122,1,2.0833333333333335
LATOCC1,0.55,NA,0.55,0.55,1,0.375
LECCLO,0.5,NA,0.5,0.5,1,0.1388888888888889
LECMUC,0.12,NA,0.12,0.12,1,0.01539171925504078
LECUNG,NA,NA,Inf,-Inf,1,0.02777777777777777
LEPACU,0.1,NA,0.1,0.1,1,0.0091324200913242
MACALB,1.18,NA,1.18,1.18,1,0.04166666666666666
NITSP1,0.65,NA,0.65,0.65,1,0.3333333333333333
PARSP58,0.6,NA,0.6,0.6,1,0.2916666666666667
POLSP33,1.1400000000000001,NA,1.1400000000000001,1.1400000000000001,1,0.4166666666666667
SCASP9,0.85,NA,0.85,0.85,1,0.3611111111111111
SIDSP,0.25,NA,0.25,0.25,1,0.4166666666666667
SIMSER,0.825,NA,0.825,0.825,1,0.08333333333333333
STEFIM,1.05,NA,1.05,1.05,1,0.2916666666666667
