"","siteID","date","meanChlorophyll","maxChlorophyll","minChlorophyll"
"121","BARC",2018-04-23,1.86236842105263,3.01,1.24
"122","BARC",2018-05-11,0.430666666666667,0.82,0.24
"123","BARC",2018-05-12,0.78,4.03,0.19
"124","BARC",2018-05-13,0.728273381294964,2.3,0.23
"125","BARC",2018-05-14,0.874982332155477,2.55,0.32
"126","BARC",2018-05-15,0.973957597173145,2.29,0.49
"127","BARC",2018-05-16,1.36575,3.19,0.86
"128","BARC",2018-05-17,1.22543554006969,2.71,0.78
"129","BARC",2018-05-18,1.16817857142857,2.87,0.61
"130","BARC",2018-05-19,1.1589247311828,2.83,0.58
"131","BARC",2018-05-20,1.14165492957746,3.3,0.47
"132","BARC",2018-05-21,1.23176056338028,2.84,0.58
"133","BARC",2018-05-22,2.69091304347826,7.31,1.2
"134","BARC",2018-05-23,2.62317164179104,7.15,1
"135","BARC",2018-05-24,1.55649805447471,5.17,0.62
"136","BARC",2018-05-25,1.4631007751938,5.07,0.5
"137","BARC",2018-05-26,1.75048148148148,7.65,0.49
"138","BARC",2018-05-27,1.44657992565056,5.53,0.45
"139","BARC",2018-05-28,1.59607407407407,3.92,0.72
"140","BARC",2018-05-29,1.98386363636364,5.76,0.93
"141","BARC",2018-05-30,1.52917857142857,4.21,0.68
"142","BARC",2018-05-31,2.08725631768953,6.3,0.94
"143","BARC",2018-06-01,1.69822878228782,5.13,0.35
"144","BARC",2018-06-02,1.33693798449612,8.35,0.4
"145","BARC",2018-06-03,2.01019607843137,8.26,0.14
"146","BARC",2018-06-04,1.89941391941392,7.6,0.43
"147","BARC",2018-06-05,1.49436567164179,5.62,0.31
"148","BARC",2018-06-06,1.68906614785992,6.63,0.47
"149","BARC",2018-06-07,2.18626811594203,6.62,0.71
"150","BARC",2018-06-08,1.73614107883817,5.85,0.55
"151","BARC",2018-06-09,1.60794776119403,5.32,0.52
"152","BARC",2018-06-10,1.69238434163701,6.11,0.59
"153","BARC",2018-06-11,1.47294776119403,4.65,0.68
"154","BARC",2018-06-12,1.5375,4.28,0.66
"155","BARC",2018-06-13,1.66883802816901,4.08,0.47
"156","BARC",2018-06-14,1.76817543859649,5.88,0.69
"157","BARC",2018-06-15,1.48376811594203,5.07,0.46
"158","BARC",2018-06-16,1.29915750915751,4.51,0.53
"159","BARC",2018-06-17,1.08,1.63,0.7
"160","BARC",2018-06-18,1.23776515151515,3.5,0.4
"161","BARC",2018-06-19,1.62672794117647,5.01,0.6
"162","BARC",2018-06-20,1.46645,4.41,0.67
"163","BARC",2018-06-21,1.38828125,3.41,0.77
"164","BARC",2018-06-22,1.69814285714286,3.92,0.82
"165","BARC",2018-06-23,1.67766990291262,4.5,0.77
"166","BARC",2018-06-24,1.35025454545455,3.45,0.58
"167","BARC",2018-06-25,1.19257042253521,3.55,0.54
"168","BARC",2018-06-26,1.33628676470588,4.1,0.51
"169","BARC",2018-06-27,1.43340740740741,3.68,0.48
"170","BARC",2018-06-28,1.71118518518519,3.5,1.01
"171","BARC",2018-06-29,1.60345724907063,2.95,1.12
"172","BARC",2018-07-02,2.02714285714286,4.52,1.28
"173","BARC",2018-07-03,1.6528897338403,4.23,0.7
"174","BARC",2018-07-04,6.9180701754386,12.47,0.84
"175","BARC",2018-07-05,9.27119658119658,14.13,5.39
"176","BARC",2018-07-06,4.31272727272727,14.76,1.79
"177","BARC",2018-07-07,2.25462365591398,4.86,1.27
"178","BARC",2018-07-08,2.76098245614035,6.75,1.5
"179","BARC",2018-07-09,2.98225806451613,7.11,1.69
"180","BARC",2018-07-10,2.72067375886525,4.63,1.84
"181","BARC",2018-07-11,2.84385767790262,7.53,1.76
"182","BARC",2018-07-12,2.57505300353357,6.16,1.53
"183","BARC",2018-07-13,3.0059778597786,8.18,1.44
"184","BARC",2018-07-14,2.63117647058824,5.61,1.4
"185","BARC",2018-07-15,2.82512658227848,7.02,1.68
"186","BARC",2018-07-18,4.8918954248366,7.54,3.74
"187","BARC",2018-07-19,4.46770588235294,7.49,3.07
"188","BARC",2018-07-20,4.93776978417266,7.59,3.57
"189","BARC",2018-07-21,4.79895833333333,8.42,3.07
"190","BARC",2018-07-22,4.36507352941176,8.8,2.74
"191","BARC",2018-07-23,4.70538461538462,8.19,3.41
"192","BARC",2018-07-24,3.62341085271318,5.74,2.69
"193","BARC",2018-07-30,4.72461538461538,5.59,4
"194","BARC",2018-07-31,6.09841911764706,11.06,3.41
"195","BARC",2018-08-01,8.08006211180124,12.99,5.81
"196","BARC",2018-08-02,7.09462406015038,12.69,4.61
"197","BARC",2018-08-03,7.58898496240602,14.53,4.82
"198","BARC",2018-08-04,6.73546875,15.76,4.75
"199","BARC",2018-08-05,5.91483985765125,11.13,3.61
"200","BARC",2018-08-06,5.59981818181818,11.1,3.61
"201","BARC",2018-08-07,5.45259259259259,8.81,4.13
"202","BARC",2018-08-18,0.018,0.08,0
"203","BARC",2018-08-21,0.0233333333333333,0.07,0
"204","BARC",2018-08-22,0.01,0.02,0
"205","BARC",2018-08-23,0,0,0
"206","BARC",2018-08-25,0.0233333333333333,0.04,0
"207","BARC",2018-08-26,0.00666666666666667,0.02,0
"208","BARC",2018-08-27,0.01,0.02,0
"209","BARC",2018-08-29,2.31107142857143,3.11,1.59
"210","BARC",2018-08-30,2.7376,6.24,1.36
"211","BARC",2018-08-31,2.69805755395683,7.04,1.36
"212","BARC",2018-09-01,2.37896428571429,5.14,1.54
"213","BARC",2018-09-02,2.70690391459075,6.72,1.35
"214","BARC",2018-09-03,3.26696750902527,6.68,1.78
"215","BARC",2018-09-04,3.61097826086957,6.97,2.13
"216","BARC",2018-09-05,3.07555555555556,8.04,1.76
"217","BARC",2018-09-06,3.0534456928839,7.15,1.74
"218","BARC",2018-09-07,2.99092526690391,6.27,1.68
"219","BARC",2018-09-08,3.57271739130435,7.74,1.82
"220","BARC",2018-09-09,3.85614285714286,9.01,2.13
"221","BARC",2018-09-10,3.30577358490566,8.19,1.86
"222","BARC",2018-09-11,3.01575221238938,6.94,1.49
"223","BARC",2018-09-12,3.21784,8.45,1.53
"224","BARC",2018-09-13,3.04205673758865,6.85,1.39
"225","BARC",2018-09-14,3.17400722021661,7.37,1.78
"226","BARC",2018-09-15,3.45232824427481,9.45,1.76
"227","BARC",2018-09-16,3.28924460431655,7.57,1.23
"228","BARC",2018-09-17,2.97257950530035,6.71,1.4
"229","BARC",2018-09-18,3.22275735294118,8.12,1.65
"230","BARC",2018-09-19,4.88227848101266,11.4,1.6
"231","BARC",2018-09-20,3.47938848920863,7.35,1.81
"232","BARC",2018-09-21,3.72329787234043,7.56,2.05
"233","BARC",2018-09-22,3.86464539007092,6.68,2.66
"234","BARC",2018-09-23,4.32145390070922,7.36,2.72
"235","BARC",2018-09-24,4.44236842105263,7.29,2.92
"236","BARC",2018-09-25,3.64927659574468,5.97,2.43
"237","BARC",2018-09-26,3.12960714285714,6.37,1.93
"238","BARC",2018-09-27,3.31020905923345,6.37,1.82
"239","BARC",2018-09-28,3.47873188405797,5.78,2.47
"240","BARC",2018-09-29,4.46341818181818,8.26,2.63
"241","BARC",2018-09-30,5.64887719298246,8.39,3.54
"242","BARC",2018-10-01,6.84942857142857,10.46,4.24
"243","BARC",2018-10-02,7.85038732394366,12.32,4.72
"244","BARC",2018-10-03,8.65516245487365,12.78,5.58
"245","BARC",2018-10-04,9.04194945848375,13.76,5.68
"246","BARC",2018-10-05,10.2703597122302,16.46,6.43
"247","BARC",2018-10-06,11.22925,15.79,7.58
"248","BARC",2018-10-07,13.9407857142857,19.62,9.35
"249","BARC",2018-10-08,15.2404270462633,21.84,10.14
"250","BARC",2018-10-09,16.8112727272727,21.93,11.97
"251","BARC",2018-10-10,15.8655555555556,18.7,12.83
"252","BARC",2018-10-11,8.08157657657658,16.85,5.62
"253","BARC",2018-10-12,6.10800699300699,8.33,3.81
"254","BARC",2018-10-13,5.71072916666667,8.81,3.88
"255","BARC",2018-10-14,5.36825174825175,7.58,3.46
"256","BARC",2018-10-15,4.59827464788732,8.2,3.13
"257","BARC",2018-10-16,4.13794326241135,8.88,2.77
"258","BARC",2018-10-17,3.43590277777778,5.57,2.43
"259","BARC",2018-10-18,2.880625,4.36,2.02
"260","BARC",2018-10-19,3.24180555555556,4.6,2.15
"261","BARC",2018-10-20,4.14454861111111,6.03,2.85
"262","BARC",2018-10-21,3.51641114982578,5,2.66
"263","BARC",2018-10-22,3.73072243346008,4.82,2.65
"264","BARC",2018-10-23,4.41732558139535,7.78,2.76
"265","BARC",2018-11-07,2.81519713261649,3.91,2.04
"266","BARC",2018-11-08,2.70379518072289,3.89,1.7
"267","BARC",2018-11-09,2.7726523297491,3.79,1.9
"268","BARC",2018-11-10,2.90639575971731,4.68,1.95
"269","BARC",2018-11-11,4.50972222222222,6.26,2.82
"270","BARC",2018-11-12,4.77456445993031,6.53,3.01
"271","BARC",2018-11-13,4.00430107526882,5.77,2.79
"272","BARC",2018-11-14,3.55321678321678,4.67,2.53
"273","BARC",2018-11-15,4.48939929328622,6.35,2.86
"274","BARC",2018-11-16,4.89488970588235,8.97,3.73
"275","BARC",2018-11-17,4.17092857142857,6.7,3.01
"276","BARC",2018-11-18,3.84028368794326,5.72,2.41
"277","BARC",2018-11-19,3.64173285198556,6.84,2.38
"278","BARC",2018-11-20,4.27972027972028,7.13,2.85
"279","BARC",2018-11-21,4.38771186440678,7.23,3.29
"280","BARC",2018-11-22,3.78201680672269,7.01,2.62
"281","BARC",2018-11-23,4.28053097345133,7.22,3.01
"282","BARC",2018-11-24,3.62859504132231,7.5,2.33
"283","BARC",2018-11-25,3.71205128205128,7.23,2.23
"284","BARC",2018-11-26,4.12463917525773,8.32,2.05
"285","BARC",2018-11-27,4.74919540229885,8.14,3.07
"286","BARC",2018-11-28,3.78024390243902,6.83,2.41
"287","BARC",2018-11-29,3.65955752212389,8.41,2.22
"288","BARC",2018-11-30,3.58017699115044,6.35,2.25
"289","BARC",2018-12-01,3.1853781512605,5.86,1.98
"290","BARC",2018-12-02,3.29115384615385,5.25,2.5
"291","BARC",2018-12-03,3.1312030075188,5.13,2.24
"292","BARC",2018-12-04,3.381125,5,2.78
"293","BARC",2018-12-08,0.957434210526316,2.04,0.52
"294","BARC",2018-12-09,1.00597989949749,1.66,0.56
"295","BARC",2018-12-10,1.07704280155642,1.93,0.61
"296","BARC",2018-12-11,1.08177083333333,2.42,0.55
"297","BARC",2018-12-12,0.974078947368421,1.93,0.72
"298","BARC",2018-12-13,0.857005988023952,1.84,0.44
"299","BARC",2018-12-14,1.39838150289017,2.37,0.75
"300","BARC",2018-12-15,1.16296296296296,1.93,0.73
"301","BARC",2018-12-16,1.10979797979798,1.8,0.59
"302","BARC",2018-12-17,0.9864453125,1.91,0.41
"303","BARC",2018-12-18,1.26585185185185,2.87,0.7
"304","BARC",2018-12-19,1.23656862745098,2.71,0.67
"305","BARC",2018-12-20,1.29481343283582,1.96,0.74
"306","BARC",2018-12-21,1.18924242424242,2.36,0.65
"307","BARC",2018-12-22,1.09253968253968,2.1,0.52
"308","BARC",2018-12-23,1.0951968503937,3.21,0.24
"309","BARC",2018-12-24,1.10308510638298,2.9,0.14
"310","BARC",2018-12-25,1.08739583333333,2.68,0.3
"311","BARC",2018-12-26,0.893728222996516,1.76,0.18
"312","BARC",2018-12-27,1.04663157894737,2.29,0.31
"313","BARC",2018-12-28,1.03160278745645,2.19,0.49
"314","BARC",2018-12-29,1.20090277777778,2.1,0.77
"315","BARC",2018-12-30,1.33628472222222,2.67,0.81
"316","BARC",2018-12-31,1.31111111111111,2.15,0.71
"317","BARC",2019-01-01,1.01569444444444,1.92,0.18
"318","BARC",2019-01-02,0.829477351916376,1.76,0.1
"319","BARC",2019-01-03,0.7385,1.24,0.35
"320","BARC",2019-01-31,1.36031578947368,3.26,0.76
"321","BARC",2019-02-01,0.914067164179104,1.89,0.29
"322","BARC",2019-02-02,0.916319444444444,1.79,0.22
"323","BARC",2019-02-03,0.8925,2.08,0.47
"324","BARC",2019-02-04,0.869375,1.95,0.35
"325","BARC",2019-02-05,0.680902777777778,1.23,0.22
"326","BARC",2019-02-06,0.389154929577465,1.32,0.01
"327","BARC",2019-02-07,0.23250936329588,1.01,0
"328","BARC",2019-02-08,0.166015625,0.71,0
"329","BARC",2019-02-09,0.150775862068966,0.83,0
"330","BARC",2019-02-10,0.249398496240602,0.67,0
"331","BARC",2019-02-11,0.326571428571429,0.77,0
"332","BARC",2019-02-12,0.194970760233918,1.02,0
"333","BARC",2019-02-13,0.158757062146893,0.61,0
"334","BARC",2019-02-14,0.136309523809524,0.57,0
"335","BARC",2019-02-15,0.1376,0.85,0
"336","BARC",2019-02-16,0.14648275862069,0.59,0
"337","BARC",2019-02-17,0.147261904761905,0.67,0
"338","BARC",2019-02-18,0.140915492957746,0.81,0
"339","BARC",2019-02-19,0.157810218978102,0.86,0
"340","BARC",2019-02-20,0.24767955801105,1.2,0
"341","BARC",2019-02-21,0.184941860465116,1.11,0
"342","BARC",2019-02-22,0.128425196850394,0.66,0
"343","BARC",2019-02-23,0.159145299145299,0.8,0
"344","BARC",2019-02-24,0.126949152542373,0.61,0
"345","BARC",2019-02-25,0.181520467836257,0.69,0
"346","BARC",2019-02-26,0.229173553719008,1.28,0
"347","BARC",2019-02-27,0.534584837545126,1.67,0.01
"348","BARC",2019-02-28,0.290648648648649,1.15,0
"349","BARC",2019-03-01,0.216394557823129,1.03,0
"350","BARC",2019-03-02,0.211176470588235,0.98,0
"351","BARC",2019-03-03,0.239609375,1.34,0
"352","BARC",2019-03-04,0.237044534412955,1.19,0
"353","BARC",2019-03-05,0.35014598540146,1.34,0
"354","BARC",2019-03-06,0.592791519434629,1.85,0.03
"355","BARC",2019-03-07,0.511760563380282,1.8,0.02
"356","BARC",2019-03-08,0.305201465201465,1.05,0
"357","BARC",2019-03-09,0.280344827586207,1.03,0
"358","BARC",2019-03-10,0.238810572687225,1.49,0
"359","BARC",2019-03-11,0.186048780487805,1.03,0
"360","BARC",2019-03-12,0.146758241758242,0.89,0
"361","BARC",2019-03-13,0.208121546961326,1.12,0
"362","BARC",2019-03-14,0.200790697674419,0.9,0
"363","BARC",2019-03-15,0.232457627118644,1.15,0
"364","BARC",2019-03-16,0.283492063492064,1.09,0
"365","BARC",2019-03-17,0.436304347826087,1.75,0
"366","BARC",2019-03-18,0.799892857142857,2.88,0.16
"367","BARC",2019-03-19,0.827885304659498,4,0.06
"368","BARC",2019-03-20,1.63156028368794,5.45,0.28
"369","BARC",2019-03-21,1.10885304659498,5.71,0.21
"370","BARC",2019-03-22,1.32119133574007,4.56,0.18
"371","BARC",2019-03-23,1.6020788530466,4.32,0.73
"372","BARC",2019-03-24,1.0814440433213,3.92,0.38
"373","BARC",2019-03-25,1.00091872791519,2.13,0.43
"374","BARC",2019-03-26,1.14257042253521,3.37,0.35
"375","BARC",2019-03-27,1.44077192982456,3.07,0.66
"376","BARC",2019-03-28,2.10498245614035,5.79,0.94
"377","BARC",2019-03-29,1.29873188405797,7.27,0.25
"378","BARC",2019-03-30,0.751408450704225,2.45,0.12
"379","BARC",2019-03-31,0.572222222222222,1.98,0.12
"380","BARC",2019-04-01,0.614230769230769,1.2,0.15
"381","BARC",2019-04-02,0.826065573770492,1.75,0.3
"382","BARC",2019-04-03,1.32554716981132,3.22,0.37
"383","BARC",2019-04-04,1.01940350877193,2.98,0.2
"384","BARC",2019-04-05,0.886006944444444,2.54,0.07
"385","BARC",2019-04-06,0.970729166666667,2.38,0.19
"386","BARC",2019-04-07,0.738923611111111,2.22,0.13
"387","BARC",2019-04-08,0.527256944444444,1.44,0.06
"388","BARC",2019-04-09,0.471342592592593,1.03,0.13
"389","BARC",2019-04-10,0.466829268292683,1.25,0.07
"390","BARC",2019-04-11,0.368368055555556,0.96,0.03
"391","BARC",2019-04-12,0.355368421052632,0.84,0
"392","BARC",2019-04-13,0.312456140350877,0.91,0.02
"393","BARC",2019-04-14,0.297275985663082,1.06,0.01
"394","BARC",2019-04-15,0.266654929577465,0.85,0.02
"395","BARC",2019-04-16,0.200151515151515,0.99,0
"396","BARC",2019-04-17,0.182452830188679,0.62,0
"397","BARC",2019-04-18,0.19752808988764,0.86,0
"398","BARC",2019-04-19,0.209259259259259,0.7,0
"399","BARC",2019-04-20,0.45184668989547,1.66,0.05
"400","BARC",2019-04-21,0.622777777777778,1.4,0.09
"401","BARC",2019-04-22,0.465555555555556,1.18,0.08
"402","BARC",2019-04-23,0.227934782608696,0.84,0
"403","BARC",2019-04-24,0.175393700787402,0.73,0
"404","BARC",2019-04-25,0.151666666666667,0.86,0
"405","BARC",2019-04-26,0.102076271186441,0.42,0
"406","BARC",2019-04-27,0.147653429602888,0.74,0
"407","BARC",2019-04-28,0.116848249027237,0.46,0
"408","BARC",2019-04-29,0.0885887096774194,0.26,0
"409","BARC",2019-04-30,0.116535433070866,0.63,0
"410","BARC",2019-05-01,0.146173285198556,0.62,0
"411","BARC",2019-05-02,0.137810218978102,0.46,0
"412","BARC",2019-05-03,0.157624113475177,0.51,0
"413","BARC",2019-05-04,0.228661971830986,0.61,0.01
"414","BARC",2019-05-05,0.197491166077739,0.59,0
"415","BARC",2019-05-06,0.467097902097902,2.05,0.02
"416","BARC",2019-05-07,0.297673611111111,0.78,0.05
"417","BARC",2019-05-08,0.271754385964912,0.7,0.03
"418","BARC",2019-05-09,0.324105263157895,0.74,0.01
"419","BARC",2019-05-10,0.381938775510204,0.79,0.02
"420","BARC",2019-05-11,0.339859649122807,1.22,0.04
"421","BARC",2019-05-12,0.321091549295775,0.99,0.01
"422","BARC",2019-05-13,0.345228070175439,1.13,0
"423","BARC",2019-05-14,0.5275,1.72,0.15
"424","BARC",2019-05-15,0.503019607843137,1.31,0.07
"425","BARC",2019-05-16,0.482027972027972,1.53,0.05
"426","BARC",2019-05-17,0.427456445993031,1.32,0.04
"427","BARC",2019-05-18,0.393510638297872,1.11,0.06
"428","BARC",2019-05-19,0.436725352112676,1.53,0.02
"429","BARC",2019-05-20,0.398680555555556,0.98,0.02
"430","BARC",2019-05-21,0.308710801393728,1,0.02
"431","BARC",2019-05-22,0.268566433566434,0.68,0
"432","BARC",2019-05-23,0.33616724738676,0.96,0
"433","BARC",2019-05-24,0.354963235294118,1.14,0.08
"434","BARC",2019-05-25,0.36875,0.49,0.16
"435","BARC",2019-05-26,0.296129032258065,0.69,0.02
"436","BARC",2019-05-27,0.27919014084507,0.65,0
"437","BARC",2019-05-28,0.239820788530466,0.61,0.01
"438","BARC",2019-05-29,0.264140350877193,0.92,0.02
"439","BARC",2019-05-30,0.293003533568905,1.08,0
"440","BARC",2019-05-31,0.256478873239437,0.95,0
"441","BARC",2019-06-01,0.314275618374558,1.22,0.01
"442","BARC",2019-06-02,0.346341463414634,1.06,0
"443","BARC",2019-06-03,0.407272727272727,0.95,0.06
"444","BARC",2019-06-04,0.389075144508671,1.07,0.07
"445","BARC",2019-06-05,0.453020833333333,1.02,0.02
"446","BARC",2019-06-06,0.501895424836601,1.3,0.19
"447","BARC",2019-06-07,0.58,1.06,0.28
"448","BARC",2019-06-08,0.820344827586207,1.64,0.23
"449","BARC",2019-06-09,0.989785714285714,2.45,0.45
"450","BARC",2019-06-10,1.1176724137931,1.8,0.71
"451","BARC",2019-06-11,1.04601398601399,2.65,0.5
"452","BARC",2019-06-12,0.854407894736842,1.54,0.39
"453","BARC",2019-06-13,1.08472868217054,2.57,0.47
"454","BARC",2019-06-14,1.38259541984733,3,0.71
"455","BARC",2019-06-15,0.988695652173913,2.34,0.45
"456","BARC",2019-06-16,1.16565789473684,2.2,0.61
"457","BARC",2019-06-17,0.949516129032258,2.15,0.37
"458","BARC",2019-06-18,1.26430463576159,2.9,0.61
"459","BARC",2019-06-19,1.61795918367347,2.77,0.99
"460","BARC",2019-06-20,1.74291262135922,3.35,0.75
"461","BARC",2019-06-21,1.82836477987421,3.37,1.17
"462","BARC",2019-06-22,1.80230769230769,2.9,1.28
"463","BARC",2019-06-23,1.63602649006623,2.94,1.08
"464","BARC",2019-06-24,1.439125,2.57,0.89
"465","BARC",2019-06-25,0.842678571428571,1.85,0
"466","BARC",2019-06-26,0.965491803278689,2.14,0.01
"467","BARC",2019-06-27,0.797125,1.63,0.31
"468","BARC",2019-06-28,0.724186046511628,1.35,0.24
"469","BARC",2019-06-29,1.287,1.48,1.14
"470","BARC",2019-06-30,1.19093333333333,2.21,0.74
"471","BARC",2019-07-01,1.2596178343949,1.91,0.81
"472","BARC",2019-07-02,0.883375,1.37,0.47
"473","BARC",2019-07-03,0.665,2.01,0.2
