"","domainID","siteID","collectDate","sampleID","chlorophyllGramsPerSquareMeter"
"1866","D10","ARIK",2019-03-19,"ARIK.20190319.EPIPSAMMON.1.CHL/PHEO.1",10.572734927585
"1876","D10","ARIK",2019-03-19,"ARIK.20190319.EPIPSAMMON.2.CHL/PHEO.1",5.64723475917817
"1885","D10","ARIK",2019-03-19,"ARIK.20190319.EPIPSAMMON.3.CHL/PHEO.1",3.91398450656787
"1898","D10","ARIK",2019-07-15,"ARIK.20190715.EPIPHYTON.1.CHL/PHEO.1",1.690625
"1907","D10","ARIK",2019-07-15,"ARIK.20190715.EPIPHYTON.2.CHL/PHEO.1",4.82575
"1917","D10","ARIK",2019-07-15,"ARIK.20190715.EPIPHYTON.3.CHL/PHEO.1",3.1515
"1928","D10","ARIK",2019-07-15,"ARIK.20190715.EPIPHYTON.4.CHL/PHEO.1",18.44925
"1938","D10","ARIK",2019-07-15,"ARIK.20190715.EPIPHYTON.5.CHL/PHEO.1",2.02225
"1948","D10","ARIK",2019-07-15,"ARIK.20190715.EPIPSAMMON.1.CHL/PHEO.1",17.4786291680701
"1957","D10","ARIK",2019-07-15,"ARIK.20190715.EPIPSAMMON.1.REP2.CHL/PHEO.2",17.1911754799596
"1963","D10","ARIK",2019-07-15,"ARIK.20190715.EPIPSAMMON.2.CHL/PHEO.1",9.62392724823173
"1973","D10","ARIK",2019-07-15,"ARIK.20190715.EPIPSAMMON.3.CHL/PHEO.1",13.0400875715729
"1984","D10","ARIK",2019-10-07,"ARIK.20191007.EPIPHYTON.1.CHL/PHEO.1",2.488
"1995","D10","ARIK",2019-10-07,"ARIK.20191007.EPIPHYTON.2.CHL/PHEO.1",1.9655
"2005","D10","ARIK",2019-10-07,"ARIK.20191007.EPIPHYTON.3.CHL/PHEO.1",3.3055
"2015","D10","ARIK",2019-10-07,"ARIK.20191007.EPIPHYTON.4.CHL/PHEO.1",1.84825
"2024","D10","ARIK",2019-10-07,"ARIK.20191007.EPIPHYTON.5.CHL/PHEO.1",3.856375
"2035","D10","ARIK",2019-10-07,"ARIK.20191007.EPIPSAMMON.1.CHL/PHEO.1",8.09500842034355
"2044","D10","ARIK",2019-10-07,"ARIK.20191007.EPIPSAMMON.2.CHL/PHEO.1",8.71512293701583
"2054","D10","ARIK",2019-10-07,"ARIK.20191007.EPIPSAMMON.2.REP2.CHL/PHEO.2",8.64243853149209
"2060","D10","ARIK",2019-10-07,"ARIK.20191007.EPIPSAMMON.3.CHL/PHEO.1",6.24305321657124
"2072","D10","ARIK",2020-09-30,"ARIK.20200930.EPIPHYTON.1.CHL/PHEO.1",0.568
"2083","D10","ARIK",2020-09-30,"ARIK.20200930.EPIPHYTON.2.CHL/PHEO.1",1.136125
"2093","D10","ARIK",2020-09-30,"ARIK.20200930.EPIPHYTON.2.REP2.CHL/PHEO.2",1.048625
"2125","D10","ARIK",2020-09-30,"ARIK.20200930.EPIPHYTON.3.CHL/PHEO.1",0.480625
"2136","D10","ARIK",2021-03-23,"ARIK.20210323.EPIPHYTON.1.CHL/PHEO.1",1.516
"2148","D10","ARIK",2021-03-23,"ARIK.20210323.EPIPHYTON.2.CHL/PHEO.1",1.66525
"2159","D10","ARIK",2021-03-23,"ARIK.20210323.EPIPHYTON.2.REP2.CHL/PHEO.2",1.722625
"2191","D10","ARIK",2021-03-23,"ARIK.20210323.EPIPHYTON.3.CHL/PHEO.1",2.5495
"2202","D10","ARIK",2021-03-23,"ARIK.20210323.EPIPHYTON.4.CHL/PHEO.1",2.22225
"2213","D10","ARIK",2021-03-23,"ARIK.20210323.EPIPHYTON.5.CHL/PHEO.1",5.7795
"2223","D10","ARIK",2021-03-23,"ARIK.20210323.EPIPSAMMON.1.CHL/PHEO.1",11.0635129673291
"2234","D10","ARIK",2021-03-23,"ARIK.20210323.EPIPSAMMON.2.CHL/PHEO.1",6.78854833277198
"2245","D10","ARIK",2021-03-23,"ARIK.20210323.EPIPSAMMON.3.CHL/PHEO.1",5.65699730549007
"2268","D10","ARIK",2021-07-07,"ARIK.20210707.EPIPHYTON.1.CHL/PHEO.1",1.193125
"2279","D10","ARIK",2021-07-07,"ARIK.20210707.EPIPHYTON.2.CHL/PHEO.1",0.2915
"2289","D10","ARIK",2021-07-07,"ARIK.20210707.EPIPHYTON.3.CHL/PHEO.1",0.155125
"2300","D10","ARIK",2021-07-07,"ARIK.20210707.EPIPHYTON.4.CHL/PHEO.1",0.333875
"2311","D10","ARIK",2021-07-07,"ARIK.20210707.EPIPHYTON.5.CHL/PHEO.1",0.75225
"2323","D10","ARIK",2021-07-07,"ARIK.20210707.EPIPHYTON.5.REP2.CHL/PHEO.2",0.724125
"2355","D10","ARIK",2021-07-07,"ARIK.20210707.EPIPSAMMON.1.CHL/PHEO.1",5.72324014819805
"2366","D10","ARIK",2021-07-07,"ARIK.20210707.EPIPSAMMON.2.CHL/PHEO.1",6.37545133041428
"2377","D10","ARIK",2021-07-07,"ARIK.20210707.EPIPSAMMON.3.CHL/PHEO.1",8.35361232738296
"2390","D10","ARIK",2022-03-23,"ARIK.20220323.EPIPHYTON.1.CHL/PHEO.1",0.812952
"2400","D10","ARIK",2022-03-23,"ARIK.20220323.EPIPHYTON.2.CHL/PHEO.1",5.826264
"2412","D10","ARIK",2022-03-23,"ARIK.20220323.EPIPHYTON.3.CHL/PHEO.1",10.816
"2423","D10","ARIK",2022-03-23,"ARIK.20220323.EPIPHYTON.3.REP2.CHL/PHEO.2",10.996096
"2455","D10","ARIK",2022-03-23,"ARIK.20220323.EPIPHYTON.4.CHL/PHEO.1",0.815346
"2466","D10","ARIK",2022-03-23,"ARIK.20220323.EPIPHYTON.5.CHL/PHEO.1",7.143048
"2477","D10","ARIK",2022-03-23,"ARIK.20220323.EPIPSAMMON.1.CHL/PHEO.1",2.03422027618727
"2487","D10","ARIK",2022-03-23,"ARIK.20220323.EPIPSAMMON.2.CHL/PHEO.1",11.2335803300775
"2498","D10","ARIK",2022-03-23,"ARIK.20220323.EPIPSAMMON.3.CHL/PHEO.1",13.5461973728528
"2511","D10","ARIK",2022-07-12,"ARIK.20220712.EPIPHYTON.1.CHL/PHEO.1",0.58525
"2523","D10","ARIK",2022-07-12,"ARIK.20220712.EPIPHYTON.2.CHL/PHEO.1",1.236125
"2534","D10","ARIK",2022-07-12,"ARIK.20220712.EPIPHYTON.3.CHL/PHEO.1",0.953625
"2544","D10","ARIK",2022-07-12,"ARIK.20220712.EPIPHYTON.3.REP2.CHL/PHEO.2",0.939125
"2576","D10","ARIK",2022-07-12,"ARIK.20220712.EPIPHYTON.4.CHL/PHEO.1",2.118375
"2588","D10","ARIK",2022-07-12,"ARIK.20220712.EPIPHYTON.5.CHL/PHEO.1",1.274
"2598","D10","ARIK",2022-07-12,"ARIK.20220712.EPIPSAMMON.1.CHL/PHEO.1",5.94560121252947
"2610","D10","ARIK",2022-07-12,"ARIK.20220712.EPIPSAMMON.2.CHL/PHEO.1",5.50803300774672
"2621","D10","ARIK",2022-07-12,"ARIK.20220712.EPIPSAMMON.3.CHL/PHEO.1",5.01828898619064
"2633","D10","ARIK",2022-11-15,"ARIK.20221115.EPIPHYTON.1.CHL/PHEO.1",0.64125
"2645","D10","ARIK",2022-11-15,"ARIK.20221115.EPIPHYTON.2.CHL/PHEO.1",0.632375
"2656","D10","ARIK",2022-11-15,"ARIK.20221115.EPIPHYTON.3.CHL/PHEO.1",0.4675
"2666","D10","ARIK",2022-11-15,"ARIK.20221115.EPIPHYTON.4.CHL/PHEO.1",1.456125
"2677","D10","ARIK",2022-11-15,"ARIK.20221115.EPIPHYTON.5.CHL/PHEO.1",0.92625
"2689","D10","ARIK",2022-11-15,"ARIK.20221115.EPIPHYTON.5.REP2.CHL/PHEO.2",0.890625
"2721","D10","ARIK",2023-03-21,"ARIK.20230321.EPIPHYTON.1.CHL/PHEO.1",0.746875
"2731","D10","ARIK",2023-03-21,"ARIK.20230321.EPIPHYTON.2.CHL/PHEO.1",5.316625
"2743","D10","ARIK",2023-03-21,"ARIK.20230321.EPIPHYTON.3.CHL/PHEO.1",6.636875
"2754","D10","ARIK",2023-03-21,"ARIK.20230321.EPIPHYTON.3.REP2.CHL/PHEO.2",6.663375
"2786","D10","ARIK",2023-03-21,"ARIK.20230321.EPIPHYTON.4.CHL/PHEO.1",0.832875
"2797","D10","ARIK",2023-03-21,"ARIK.20230321.EPIPHYTON.5.CHL/PHEO.1",4.49375
"2807","D10","ARIK",2023-03-21,"ARIK.20230321.EPIPSAMMON.1.CHL/PHEO.1",3.62118558437184
"2818","D10","ARIK",2023-03-21,"ARIK.20230321.EPIPSAMMON.2.CHL/PHEO.1",20.406062647356
"2829","D10","ARIK",2023-03-21,"ARIK.20230321.EPIPSAMMON.3.CHL/PHEO.1",20.6573795890872
"2842","D10","ARIK",2023-07-11,"ARIK.20230711.EPIPHYTON.1.CHL/PHEO.1",0.762875
"2853","D10","ARIK",2023-07-11,"ARIK.20230711.EPIPHYTON.2.CHL/PHEO.1",1.27925
"2864","D10","ARIK",2023-07-11,"ARIK.20230711.EPIPHYTON.2.REP2.CHL/PHEO.2",1.29325
"2897","D10","ARIK",2023-07-11,"ARIK.20230711.EPIPHYTON.3.CHL/PHEO.1",1.069875
"2908","D10","ARIK",2023-07-11,"ARIK.20230711.EPIPHYTON.4.CHL/PHEO.1",1.460625
"2918","D10","ARIK",2023-07-11,"ARIK.20230711.EPIPHYTON.5.CHL/PHEO.1",1.242
"2930","D10","ARIK",2023-07-11,"ARIK.20230711.EPIPSAMMON.1.CHL/PHEO.1",8.93083192994274
"2941","D10","ARIK",2023-07-11,"ARIK.20230711.EPIPSAMMON.2.CHL/PHEO.1",9.45595149882115
"2951","D10","ARIK",2023-07-11,"ARIK.20230711.EPIPSAMMON.3.CHL/PHEO.1",7.21450319973055
"2965","D10","ARIK",2023-11-07,"ARIK.20231107.EPIPHYTON.1.CHL/PHEO.1",1.748375
"2975","D10","ARIK",2023-11-07,"ARIK.20231107.EPIPHYTON.2.CHL/PHEO.1",1.348996
"2986","D10","ARIK",2023-11-07,"ARIK.20231107.EPIPHYTON.2.REP2.CHL/PHEO.2",1.376524
"3019","D10","ARIK",2023-11-07,"ARIK.20231107.EPIPHYTON.3.CHL/PHEO.1",1.128204
"3030","D10","ARIK",2023-11-07,"ARIK.20231107.EPIPHYTON.4.CHL/PHEO.1",2.0832
"3040","D10","ARIK",2023-11-07,"ARIK.20231107.EPIPHYTON.5.CHL/PHEO.1",3.485174
"3052","D10","ARIK",2023-11-07,"ARIK.20231107.EPIPSAMMON.1.CHL/PHEO.1",5.76435668575278
"3063","D10","ARIK",2023-11-07,"ARIK.20231107.EPIPSAMMON.2.CHL/PHEO.1",4.91305490063995
"3073","D10","ARIK",2023-11-07,"ARIK.20231107.EPIPSAMMON.3.CHL/PHEO.1",5.23850623105423
"4037","D03","BARC",2017-11-09,"BARC.20171109.EPIPHYTON.1",2.71484
"4061","D03","BARC",2017-11-09,"BARC.20171109.EPIPHYTON.3",1.61225
"4085","D03","BARC",2017-11-09,"BARC.20171109.EPIPHYTON.5",1.7535
"4110","D03","BARC",2017-11-09,"BARC.20171109.EPIPHYTON.7",4.153125
"4133","D03","BARC",2017-11-09,"BARC.20171109.EPIPHYTON.9",6.19625
"4228","D03","BARC",2018-02-21,"BARC.20180221.EPIPHYTON.1.CHL/PHEO.1",1.302
"4241","D03","BARC",2018-02-21,"BARC.20180221.EPIPHYTON.3.CHL/PHEO.1",2.35775
"4250","D03","BARC",2018-02-21,"BARC.20180221.EPIPHYTON.5.CHL/PHEO.1",0.884125
"4261","D03","BARC",2018-02-21,"BARC.20180221.EPIPHYTON.7.CHL/PHEO.1",0.104
"4274","D03","BARC",2018-02-21,"BARC.20180221.EPIPHYTON.9.CHL/PHEO.1",1.319
"4323","D03","BARC",2018-07-16,"BARC.20180716.EPIPHYTON.1.CHL/PHEO.1",11.494875
"4334","D03","BARC",2018-07-16,"BARC.20180716.EPIPHYTON.3.CHL/PHEO.1",15.412375
"4344","D03","BARC",2018-07-16,"BARC.20180716.EPIPHYTON.5.CHL/PHEO.1",19.38425
"4357","D03","BARC",2018-07-16,"BARC.20180716.EPIPHYTON.7.CHL/PHEO.1",29.429625
"4367","D03","BARC",2018-07-16,"BARC.20180716.EPIPHYTON.9.CHL/PHEO.1",20.06025
"4416","D03","BARC",2018-11-12,"BARC.20181112.EPIPHYTON.1.CHL/PHEO.1",13.219782
"4428","D03","BARC",2018-11-12,"BARC.20181112.EPIPHYTON.3.CHL/PHEO.1",3.673786
"4439","D03","BARC",2018-11-12,"BARC.20181112.EPIPHYTON.5.CHL/PHEO.1",5.250625
"4451","D03","BARC",2018-11-12,"BARC.20181112.EPIPHYTON.7.CHL/PHEO.1",8.7765395
"4460","D03","BARC",2018-11-12,"BARC.20181112.EPIPHYTON.9.CHL/PHEO.1",25.712453
"4511","D03","BARC",2019-02-20,"BARC.20190220.EPIPHYTON.1.CHL/PHEO.1",1.2675
"4520","D03","BARC",2019-02-20,"BARC.20190220.EPIPHYTON.3.CHL/PHEO.1",2.836125
"4531","D03","BARC",2019-02-20,"BARC.20190220.EPIPHYTON.5.CHL/PHEO.1",0.232875
"4540","D03","BARC",2019-02-20,"BARC.20190220.EPIPHYTON.7.CHL/PHEO.1",2.858
"4550","D03","BARC",2019-02-20,"BARC.20190220.EPIPHYTON.9.CHL/PHEO.1",1.226125
"4596","D03","BARC",2019-07-16,"BARC.20190716.EPIPHYTON.10.CHL/PHEO.1",23.443625
"4597","D03","BARC",2019-07-16,"BARC.20190716.EPIPHYTON.10.CHL/PHEO.1",24.208125
"4607","D03","BARC",2019-07-16,"BARC.20190716.EPIPHYTON.2.CHL/PHEO.1",8.30725
"4618","D03","BARC",2019-07-16,"BARC.20190716.EPIPHYTON.4.CHL/PHEO.1",14.932625
"4619","D03","BARC",2019-07-16,"BARC.20190716.EPIPHYTON.4.CHL/PHEO.1",15.620625
"4630","D03","BARC",2019-07-16,"BARC.20190716.EPIPHYTON.6.CHL/PHEO.1",5.45325
"4639","D03","BARC",2019-07-16,"BARC.20190716.EPIPHYTON.8.CHL/PHEO.1",42.3005
"4642","D03","BARC",2019-07-16,"BARC.20190716.EPIPHYTON.8.CHL/PHEO.1",42.3005
"4687","D03","BARC",2019-11-12,"BARC.20191112.EPIPHYTON.10.CHL/PHEO.1",3.844
"4696","D03","BARC",2019-11-12,"BARC.20191112.EPIPHYTON.2.CHL/PHEO.1",1.971625
"4706","D03","BARC",2019-11-12,"BARC.20191112.EPIPHYTON.4.CHL/PHEO.1",7.83675
"4717","D03","BARC",2019-11-12,"BARC.20191112.EPIPHYTON.6.CHL/PHEO.1",2.48
"4727","D03","BARC",2019-11-12,"BARC.20191112.EPIPHYTON.8.CHL/PHEO.1",0.443875
"4863","D03","BARC",2020-07-14,"BARC.20200714.EPIPHYTON.10.CHL/PHEO.1",8.40275
"4874","D03","BARC",2020-07-14,"BARC.20200714.EPIPHYTON.2.CHL/PHEO.1",11.049875
"4884","D03","BARC",2020-07-14,"BARC.20200714.EPIPHYTON.4.CHL/PHEO.1",6.704875
"4895","D03","BARC",2020-07-14,"BARC.20200714.EPIPHYTON.6.CHL/PHEO.1",6.461
"4906","D03","BARC",2020-07-14,"BARC.20200714.EPIPHYTON.8.CHL/PHEO.1",9.917875
"4982","D03","BARC",2020-11-02,"BARC.20201102.EPIPHYTON.1.CHL/PHEO.1",22.225
"4993","D03","BARC",2020-11-02,"BARC.20201102.EPIPHYTON.3.CHL/PHEO.1",24.4475
"5002","D03","BARC",2020-11-02,"BARC.20201102.EPIPHYTON.5.CHL/PHEO.1",29.22
"5012","D03","BARC",2020-11-02,"BARC.20201102.EPIPHYTON.7.CHL/PHEO.1",23.18375
"5023","D03","BARC",2020-11-02,"BARC.20201102.EPIPHYTON.9.CHL/PHEO.1",16.69
"5097","D03","BARC",2021-02-24,"BARC.20210224.EPIPHYTON.1.CHL/PHEO.1",17.249575
"5109","D03","BARC",2021-02-24,"BARC.20210224.EPIPHYTON.3.CHL/PHEO.1",8.819875
"5120","D03","BARC",2021-02-24,"BARC.20210224.EPIPHYTON.5.CHL/PHEO.1",4.609625
"5131","D03","BARC",2021-02-24,"BARC.20210224.EPIPHYTON.7.CHL/PHEO.1",3.8605
"5142","D03","BARC",2021-02-24,"BARC.20210224.EPIPHYTON.9.CHL/PHEO.1",3.04
"5218","D03","BARC",2021-07-15,"BARC.20210715.EPIPHYTON.1.CHL/PHEO.1",4.643875
"5227","D03","BARC",2021-07-15,"BARC.20210715.EPIPHYTON.3.CHL/PHEO.1",3.70875
"5238","D03","BARC",2021-07-15,"BARC.20210715.EPIPHYTON.5.CHL/PHEO.1",9.012625
"5248","D03","BARC",2021-07-15,"BARC.20210715.EPIPHYTON.7.CHL/PHEO.1",10.183375
"5257","D03","BARC",2021-07-15,"BARC.20210715.EPIPHYTON.9.CHL/PHEO.1",7.134625
"5333","D03","BARC",2021-11-09,"BARC.20211109.EPIPHYTON.10.CHL/PHEO.1",9.228375
"5343","D03","BARC",2021-11-09,"BARC.20211109.EPIPHYTON.10.REP2.CHL/PHEO.2",9.2565
"5369","D03","BARC",2021-11-09,"BARC.20211109.EPIPHYTON.2.CHL/PHEO.1",3.732625
"5379","D03","BARC",2021-11-09,"BARC.20211109.EPIPHYTON.4.CHL/PHEO.1",12.0045
"5388","D03","BARC",2021-11-09,"BARC.20211109.EPIPHYTON.6.CHL/PHEO.1",51.3475
"5398","D03","BARC",2021-11-09,"BARC.20211109.EPIPHYTON.8.CHL/PHEO.1",16.76375
"5541","D03","BARC",2022-07-11,"BARC.20220711.EPIPHYTON.1.CHL/PHEO.1",3.609625
"5552","D03","BARC",2022-07-11,"BARC.20220711.EPIPHYTON.3.CHL/PHEO.1",10.620375
"5561","D03","BARC",2022-07-11,"BARC.20220711.EPIPHYTON.5.CHL/PHEO.1",21.92875
"5571","D03","BARC",2022-07-11,"BARC.20220711.EPIPHYTON.7.CHL/PHEO.1",19.8
"5581","D03","BARC",2022-07-11,"BARC.20220711.EPIPHYTON.9.CHL/PHEO.1",11.75125
"5592","D03","BARC",2022-07-11,"BARC.20220711.EPIPHYTON.9.REP2.CHL/PHEO.2",11.30775
"5651","D03","BARC",2022-11-01,"BARC.20221101.EPIPHYTON.10.CHL/PHEO.1",5.3426978
"5660","D03","BARC",2022-11-01,"BARC.20221101.EPIPHYTON.2.CHL/PHEO.1",9.0189
"5671","D03","BARC",2022-11-01,"BARC.20221101.EPIPHYTON.2.REP2.CHL/PHEO.2",8.815356
"5697","D03","BARC",2022-11-01,"BARC.20221101.EPIPHYTON.4.CHL/PHEO.1",12.220978
"5707","D03","BARC",2022-11-01,"BARC.20221101.EPIPHYTON.6.CHL/PHEO.1",8.881625
"5717","D03","BARC",2022-11-01,"BARC.20221101.EPIPHYTON.8.CHL/PHEO.1",7.956978
"5759","D03","BARC",2023-02-15,"BARC.20230215.EPIPHYTON.10.CHL/PHEO.1",11.510496
"5770","D03","BARC",2023-02-15,"BARC.20230215.EPIPHYTON.10.REP2.CHL/PHEO.2",11.638656
"5795","D03","BARC",2023-02-15,"BARC.20230215.EPIPHYTON.2.CHL/PHEO.1",4.68566
"5805","D03","BARC",2023-02-15,"BARC.20230215.EPIPHYTON.4.CHL/PHEO.1",16.93056
"5816","D03","BARC",2023-02-15,"BARC.20230215.EPIPHYTON.6.CHL/PHEO.1",6.9573
"5825","D03","BARC",2023-02-15,"BARC.20230215.EPIPHYTON.8.CHL/PHEO.1",18.88496
"5868","D03","BARC",2023-07-12,"BARC.20230712.EPIPHYTON.10.CHL/PHEO.1",4.16805
"5879","D03","BARC",2023-07-12,"BARC.20230712.EPIPHYTON.2.CHL/PHEO.1",6.263208
"5889","D03","BARC",2023-07-12,"BARC.20230712.EPIPHYTON.4.CHL/PHEO.1",2.662317
"5899","D03","BARC",2023-07-12,"BARC.20230712.EPIPHYTON.4.REP2.CHL/PHEO.2",2.607633
"5925","D03","BARC",2023-07-12,"BARC.20230712.EPIPHYTON.6.CHL/PHEO.1",2.292444
"5935","D03","BARC",2023-07-12,"BARC.20230712.EPIPHYTON.8.CHL/PHEO.1",16.2644
"6014","D17","BIGC",2018-05-14,"BIGC.20180514.EPILITHON.3.CHL/PHEO.1",5.39017040731505
"6025","D17","BIGC",2018-05-14,"BIGC.20180514.EPILITHON.6.CHL/PHEO.1",31.1081670822943
"6036","D17","BIGC",2018-05-14,"BIGC.20180514.EPILITHON.8.CHL/PHEO.1",45.2161263507897
"6047","D17","BIGC",2018-05-14,"BIGC.20180514.EPIPSAMMON.1.CHL/PHEO.1",1.69155102728191
"6059","D17","BIGC",2018-05-14,"BIGC.20180514.EPIPSAMMON.1.REP2.CHL/PHEO.2",1.92724317952172
"6066","D17","BIGC",2018-05-14,"BIGC.20180514.EPIPSAMMON.2.CHL/PHEO.1",1.6207578309195
"6079","D17","BIGC",2018-05-14,"BIGC.20180514.EPIPSAMMON.4.CHL/PHEO.1",4.94589929269114
"6090","D17","BIGC",2018-05-14,"BIGC.20180514.EPIPSAMMON.5.CHL/PHEO.1",1.92
"6100","D17","BIGC",2018-05-14,"BIGC.20180514.EPIPSAMMON.7.CHL/PHEO.1",0.13977770293028
"6114","D17","BIGC",2018-07-24,"BIGC.20180724.EPILITHON.2.CHL/PHEO.1",21.4905444721529
"6125","D17","BIGC",2018-07-24,"BIGC.20180724.EPILITHON.2.REP2.CHL/PHEO.2",28.4138611803824
"6132","D17","BIGC",2018-07-24,"BIGC.20180724.EPILITHON.6.CHL/PHEO.1",6.61107647547797
"6142","D17","BIGC",2018-07-24,"BIGC.20180724.EPILITHON.8.CHL/PHEO.1",1.61159600997506
"6154","D17","BIGC",2018-07-24,"BIGC.20180724.EPIPSAMMON.1.CHL/PHEO.1",5.76204109127653
"6163","D17","BIGC",2018-07-24,"BIGC.20180724.EPIPSAMMON.3.CHL/PHEO.1",0.920343550016841
"6175","D17","BIGC",2018-07-24,"BIGC.20180724.EPIPSAMMON.4.CHL/PHEO.1",4.16428090266083
"6185","D17","BIGC",2018-07-24,"BIGC.20180724.EPIPSAMMON.5.CHL/PHEO.1",8.53233411923207
"6198","D17","BIGC",2018-07-24,"BIGC.20180724.EPIPSAMMON.7.CHL/PHEO.1",3.22057089929269
"6212","D17","BIGC",2018-09-25,"BIGC.20180925.EPILITHON.2.CHL/PHEO.1",10.143391521197
"6223","D17","BIGC",2018-09-25,"BIGC.20180925.EPILITHON.2.REP2.CHL/PHEO.2",10.1153366583541
"6229","D17","BIGC",2018-09-25,"BIGC.20180925.EPILITHON.6.CHL/PHEO.1",5.06234413965087
"6240","D17","BIGC",2018-09-25,"BIGC.20180925.EPILITHON.8.CHL/PHEO.1",6.3881961762261
"6251","D17","BIGC",2018-09-25,"BIGC.20180925.EPIPSAMMON.1.CHL/PHEO.1",8.66790165038734
"6260","D17","BIGC",2018-09-25,"BIGC.20180925.EPIPSAMMON.3.CHL/PHEO.1",1.43110811721118
"6272","D17","BIGC",2018-09-25,"BIGC.20180925.EPIPSAMMON.4.CHL/PHEO.1",0.09999157965645
"6283","D17","BIGC",2018-09-25,"BIGC.20180925.EPIPSAMMON.5.CHL/PHEO.1",0.115779723812732
"6295","D17","BIGC",2018-09-25,"BIGC.20180925.EPIPSAMMON.7.CHL/PHEO.1",0.0473644324688447
"6341","D17","BIGC",2019-05-20,"BIGC.20190520.EPILITHON.1.CHL/PHEO.1",11.2437655860349
"6350","D17","BIGC",2019-05-20,"BIGC.20190520.EPILITHON.2.CHL/PHEO.1",0.329904405652535
"6361","D17","BIGC",2019-05-20,"BIGC.20190520.EPILITHON.3.CHL/PHEO.1",4.01704073150457
"6370","D17","BIGC",2019-05-20,"BIGC.20190520.EPILITHON.3.REP2.CHL/PHEO.2",4.49761014131338
